序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301163.SZ,宏德股份,2022-08-01,—,—,风电零部件,30.67,117.24,69.46,2.2,0.41,25.03,76.74,34.88,35.26,49.11
2,300443.SZ,金雷股份,2015-04-29,—,—,风电零部件,26.39,48.88,25.7,1.35,0.64,84.48,104.59,153.34,61.35,79.85
3,300850.SZ,新强联,2020-07-20,—,—,风电零部件,43.03,272.54,23.28,2.6,0.2,178.18,1939.5,496.6,84.1,108.98
4,603248.SH,锡华科技,2025-12-30,—,—,风电零部件,22.51,72.96,51.93,4.56,,103.55,55.22,52.99,35.35,36.67
5,300185.SZ,通裕重工,2011-03-15,—,—,风电零部件,2.99,281.62,165.24,1.76,0.36,116.52,53.29,49.7,10.67,7.59
6,002531.SZ,天顺风能,2011-01-10,—,—,风电零部件,8.63,75.85,,1.73,0.23,155.07,-76.1,-75.08,4.55,-3.08
7,603063.SH,禾望电气,2017-08-04,—,—,风电零部件,29.08,30.22,25.53,2.69,0.41,133.16,31.99,56.79,20.19,36.39
8,600072.SH,中船科技,2024-07-31,—,—,风电零部件,12.85,131.86,,1.99,0.23,193.09,-1931.02,-602.67,26.3,30.79
9,301155.SZ,海力风电,2021-12-01,—,—,风电零部件,72.25,237.57,48.19,2.73,0.12,157.07,299.36,90.61,246.01,461.08
10,601218.SH,吉鑫科技,2011-05-13,—,—,风电零部件,5.39,171.52,48.28,1.76,0.19,52.23,213.98,143.18,19.14,23.2
11,300569.SZ,天能重工,2016-12-02,—,—,风电零部件,6.12,,,1.21,0.16,62.59,1359.03,6.43,37.54,25.15
12,301040.SZ,中环海陆,2021-08-10,—,—,风电零部件,35.02,,,4.79,,35.02,1.65,-15.27,25.77,25.27
13,002487.SZ,大金重工,2010-10-22,—,—,风电零部件,62.53,84.15,36.95,4.99,0.27,398.78,214.63,214.32,99.25,109.48
14,603218.SH,日月股份,2017-01-05,—,—,风电零部件,13.55,22.38,25.31,1.37,2.55,139.61,-14.25,-32.74,52.45,80.41
15,300904.SZ,威力传动,2023-08-16,—,—,风电零部件,60.04,,,6.59,,43.46,-461.61,-343.76,95.03,113.17
16,300129.SZ,泰胜风能,2010-10-26,—,—,风电零部件,13.82,84.22,61.47,2.66,0.37,153.24,45.11,-8.08,25.53,38.83
17,688186.SH,广大特材,2025-05-13,—,—,风电零部件,22.01,53.85,21.73,1.29,1.24,61.74,213.65,332.67,27.56,34.74
18,603985.SH,恒润股份,2022-08-01,—,—,风电零部件,15.18,,,2.08,,66.92,187.28,225.67,193.53,223.44
19,301557.SZ,常友科技,2025-03-11,—,—,风电零部件,95.18,40.08,46.32,4.17,1.16,42.17,-19.96,-24.23,15.42,11.44
20,603507.SH,振江股份,2017-11-13,—,—,风电零部件,31.41,32.49,101.79,2.39,0.94,57.89,-73.6,-87.29,-1.15,-6.27
21,603092.SH,德力佳,2025-11-14,—,—,风电零部件,67.61,50.66,34.59,5.1,,270.44,64.96,67.81,66.36,81.12
22,301232.SZ,飞沃科技,2023-06-26,—,—,风电零部件,208.74,,,11.12,,156.89,163.26,164.56,57.46,81.42
23,300690.SZ,双一科技,2017-08-15,—,—,风电零部件,30.61,58.89,30.43,3.2,0.69,50.61,125.25,324.5,15.41,44.57
24,301456.SZ,盘古智能,2023-07-21,—,—,风电零部件,29.49,70.91,65.66,2.02,0.68,44.37,9.0,13.12,37.6,42.55
