序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600035.SH,楚天高速,2011-10-11,—,—,高速公路,3.97,8.33,9.49,0.72,4.28,63.92,-14.22,-9.03,37.73,28.42
2,600368.SH,五洲交通,2011-10-11,—,—,高速公路,4.04,9.31,10.16,0.91,3.24,65.03,-10.26,-10.46,-0.86,2.98
3,600033.SH,福建高速,2011-10-11,—,—,高速公路,3.9,13.71,13.23,0.87,2.56,107.03,3.58,2.74,1.3,0.56
4,000548.SZ,湖南投资,2011-10-11,—,—,高速公路,5.81,35.62,63.06,1.4,0.86,29.0,-38.59,-43.48,-26.4,-31.74
5,600106.SH,重庆路桥,2011-10-11,—,—,高速公路,6.25,52.76,36.14,1.6,0.58,83.06,57.37,36.03,-0.14,-0.35
6,600012.SH,皖通高速,2011-10-11,—,—,高速公路,14.35,14.69,12.74,1.97,4.21,245.18,5.43,4.0,-2.07,11.72
7,601107.SH,四川成渝,2011-10-11,—,—,高速公路,6.52,13.67,12.19,1.05,4.45,199.39,15.78,19.93,-17.29,-23.14
8,000755.SZ,山西高速,2018-11-20,—,—,高速公路,5.38,16.94,16.63,1.45,3.72,78.94,2.16,1.6,-1.72,-3.96
9,600020.SH,中原高速,2011-10-11,—,—,高速公路,4.08,10.42,9.0,0.77,4.17,91.69,16.78,7.68,3.89,13.17
10,600548.SH,深高速,2011-10-11,—,—,高速公路,9.16,20.3,18.73,0.99,2.66,232.47,7.01,24.04,3.24,4.3
11,000900.SZ,现代投资,2011-10-11,—,—,高速公路,4.26,18.97,17.57,0.58,3.52,64.66,6.7,15.97,-9.74,12.94
12,600269.SH,赣粤高速,2011-10-11,—,—,高速公路,4.95,9.04,8.76,0.59,3.43,115.6,41.35,21.8,-3.55,-4.32
13,000429.SZ,粤高速Ａ,2011-10-11,—,—,高速公路,12.25,16.4,14.22,2.3,4.27,256.12,13.92,23.58,-3.99,-5.06
14,000828.SZ,东莞控股,2011-10-11,—,—,高速公路,10.9,11.86,10.65,1.11,4.36,113.31,15.01,20.51,-9.88,-8.57
15,601518.SH,吉林高速,2011-10-11,—,—,高速公路,2.92,10.25,10.13,0.98,2.95,55.2,1.56,-6.54,4.27,1.85
16,601188.SH,龙江交通,2011-10-11,—,—,高速公路,3.66,31.35,29.91,1.03,1.94,47.78,3.21,19.12,13.0,8.74
17,600350.SH,山东高速,2011-10-11,—,—,高速公路,10.25,15.5,15.02,1.67,4.1,495.54,4.11,3.89,-15.38,-11.52
18,000886.SZ,海南高速,2025-08-13,—,—,高速公路,6.68,107.4,606.75,2.18,,66.05,-126.58,-220.92,133.41,314.3
19,001965.SZ,招商公路,2018-01-02,—,—,高速公路,9.75,12.45,12.8,1.0,4.28,662.52,-3.56,-7.56,-4.12,-5.36
20,600377.SH,宁沪高速,2011-10-11,—,—,高速公路,12.24,12.47,13.22,1.53,4.0,616.62,-6.86,-11.81,-7.66,-5.56
