序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002122.SZ,ST汇洲,2022-12-23,—,—,机床工具,3.06,,,2.81,,61.25,-18.12,-66.81,16.57,19.28
2,002903.SZ,宇环数控,2017-10-20,—,—,机床工具,22.11,259.57,1134.98,4.27,0.36,34.65,-77.08,-53.55,4.91,11.74
3,603088.SH,宁波精达,2014-11-18,—,—,机床工具,11.32,34.55,46.7,5.2,2.23,56.87,-36.07,-25.77,-5.63,1.1
4,688305.SH,科德数控,2023-09-25,—,—,机床工具,58.75,60.11,64.23,4.16,0.32,78.08,-11.53,1.27,5.01,15.24
5,688697.SH,纽威数控,2023-09-25,—,—,机床工具,15.25,21.45,22.95,3.99,2.81,69.74,-9.36,-10.17,12.88,9.99
6,003025.SZ,思进智能,2020-12-18,—,—,机床工具,14.52,22.68,28.46,3.32,1.26,41.23,-24.13,-40.31,12.44,7.28
7,000837.SZ,秦川机床,1998-09-28,—,—,机床工具,11.96,227.53,270.91,2.52,0.25,122.37,-15.33,2.48,8.14,4.46
8,688577.SH,浙海德曼,2023-09-25,—,—,机床工具,73.26,315.62,207.01,8.17,0.59,81.52,78.18,-26.39,11.71,-3.09
9,002248.SZ,华东数控,2008-06-20,—,—,机床工具,12.02,434.65,164.7,38.81,,36.96,151.78,140.53,-3.21,-6.06
10,688558.SH,国盛智科,2023-09-25,—,—,机床工具,31.53,32.52,27.98,2.48,1.89,41.62,20.89,32.0,21.53,24.03
11,000410.SZ,沈阳机床,2019-12-24,—,—,机床工具,7.35,2757.77,148.11,3.3,,194.71,101.67,182.0,0.44,18.19
12,300161.SZ,华中数控,2011-01-21,—,—,机床工具,31.27,,,4.04,0.03,62.13,11.27,23.54,-20.19,-11.91
13,002943.SZ,宇晶股份,2018-12-06,—,—,机床工具,76.69,,,17.64,,157.57,-28.99,-74.72,-24.03,-33.91
14,300809.SZ,华辰装备,2019-12-11,—,—,机床工具,37.48,153.32,201.18,5.79,0.32,95.03,-25.4,-28.41,20.96,19.16
15,002559.SZ,亚威股份,2011-03-11,—,—,机床工具,10.36,75.94,75.72,3.22,0.72,56.96,0.21,6.88,6.33,-0.45
16,002520.SZ,日发精机,2010-12-20,—,—,机床工具,5.87,,,17.13,,44.04,-303.03,-845.7,-39.94,-31.41
17,301603.SZ,乔锋智能,2024-07-17,—,—,机床工具,67.58,39.76,24.64,3.53,0.3,81.61,83.55,56.43,56.71,50.36
18,601882.SH,海天精工,2016-11-14,—,—,机床工具,20.22,20.18,23.11,3.7,1.78,105.55,-16.39,-19.27,1.13,-0.92
