序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301295.SZ,美硕科技,2023-07-05,—,—,输变电设备,35.18,129.91,169.36,3.72,0.68,35.46,-23.69,-13.62,20.91,27.58
2,600312.SH,平高电气,2001-02-28,—,—,输变电设备,20.92,27.74,24.72,2.55,1.22,283.87,14.62,24.59,6.98,12.96
3,600089.SH,特变电工,1999-12-30,—,—,输变电设备,27.63,33.76,26.23,2.03,0.9,1396.09,27.55,5.0,0.84,1.11
4,600192.SH,长城电工,1999-12-30,—,—,输变电设备,9.43,,,4.11,,41.66,-32.97,-38.51,-11.46,-6.31
5,603097.SH,江苏华辰,2022-05-19,—,—,输变电设备,35.8,64.54,58.39,5.44,0.56,59.12,15.41,18.37,37.46,40.46
6,301012.SZ,扬电科技,2021-06-29,—,—,输变电设备,27.3,76.44,104.56,4.61,0.37,53.77,-35.3,-46.48,8.74,15.01
7,301002.SZ,崧盛股份,2021-06-23,—,—,输变电设备,40.37,,,5.28,,53.88,-62.91,-104.28,6.48,3.69
8,603191.SH,望变电气,2022-05-10,—,—,输变电设备,19.43,99.09,69.9,2.58,0.26,64.58,50.68,57.02,14.9,28.81
9,688676.SH,金盘科技,2023-09-25,—,—,输变电设备,93.06,74.49,65.2,9.07,0.54,427.88,20.27,19.1,8.25,8.16
10,002452.SZ,长高电新,2010-07-27,—,—,输变电设备,9.88,24.31,22.39,2.38,1.11,61.29,11.97,-13.12,6.22,0.4
11,002028.SZ,思源电气,2004-08-12,—,—,输变电设备,192.38,73.33,47.51,9.69,0.26,1502.65,46.94,45.71,32.86,37.8
12,002112.SZ,三变科技,2007-02-15,—,—,输变电设备,23.1,56.26,82.42,7.8,0.27,67.94,-48.84,-37.3,-16.91,-12.39
13,301120.SZ,新特电气,2022-04-26,—,—,输变电设备,20.36,,,4.9,0.15,75.63,231.99,49775.01,12.8,16.1
14,300617.SZ,安靠智电,2024-07-31,—,—,输变电设备,44.33,40.06,60.62,2.55,0.54,73.46,-45.72,-38.18,-31.66,-32.43
15,600525.SH,ST长园,2002-12-09,—,—,输变电设备,4.61,,,1.62,,60.8,-567.01,-774.65,-1.34,-0.89
16,300001.SZ,特锐德,2009-11-06,—,—,输变电设备,26.8,30.86,24.48,3.53,0.56,282.88,53.55,69.32,10.53,16.72
17,000533.SZ,顺钠股份,1999-12-30,—,—,输变电设备,10.78,79.18,72.11,7.86,,74.47,12.94,30.64,-5.23,1.05
18,002358.SZ,森源电气,2010-02-24,—,—,输变电设备,7.32,76.73,66.84,2.03,0.27,68.06,10.05,8.3,8.23,10.22
19,300062.SZ,中能电气,2010-03-26,—,—,输变电设备,8.95,,,3.51,,56.38,223.05,-149.46,-4.3,-28.74
20,300444.SZ,双杰电气,2015-04-30,—,—,输变电设备,14.81,146.31,131.91,6.64,,118.28,7.59,20.11,29.08,41.95
21,002270.SZ,华明装备,2008-09-12,—,—,输变电设备,29.94,43.68,37.89,8.54,2.06,268.33,17.66,17.17,6.87,0.04
22,300423.SZ,昇辉科技,2015-03-03,—,—,输变电设备,9.45,,,3.49,,47.01,-60.27,-63.32,-39.64,-21.06
23,600550.SH,保变电气,2001-03-07,—,—,输变电设备,15.02,287.16,175.22,35.33,,276.6,72.91,230.76,41.9,60.89
24,603312.SH,西典新能,2024-01-18,—,—,输变电设备,45.72,32.11,25.16,4.6,2.51,73.15,42.58,51.66,47.97,65.9
25,600379.SH,宝光股份,2002-01-23,—,—,输变电设备,12.63,46.15,58.91,5.46,0.64,41.7,-28.34,-18.98,-17.98,-24.71
26,601179.SH,中国西电,2010-02-04,—,—,输变电设备,14.43,70.17,61.34,3.27,0.48,739.66,19.29,30.08,11.85,9.23
