序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,601860.SH,XD紫金银,2019-01-10,—,—,农商行Ⅲ,2.79,6.29,6.92,0.51,3.58,102.14,-10.9,0.12,-5.42,0.49
2,601128.SH,常熟银行,2016-10-14,—,—,农商行Ⅲ,7.39,6.43,5.84,0.82,5.11,245.09,12.82,13.51,8.15,10.1
3,002839.SZ,张家港行,2017-02-07,—,—,农商行Ⅲ,4.67,6.08,5.81,0.63,6.42,114.15,5.79,5.11,1.18,1.72
4,002958.SZ,青农商行,2019-04-02,—,—,农商行Ⅲ,3.15,6.13,5.89,0.47,3.81,175.0,3.57,5.22,-4.92,-1.83
5,601077.SH,渝农商行,2019-11-05,—,—,农商行Ⅲ,6.57,6.48,6.27,0.58,4.77,746.15,3.74,4.63,0.67,0.46
6,002807.SZ,江阴银行,2016-09-09,—,—,农商行Ⅲ,4.66,5.63,5.24,0.61,6.44,114.7,13.38,16.63,6.17,10.45
7,601528.SH,瑞丰银行,2021-07-02,—,—,农商行Ⅲ,5.54,5.66,5.42,0.56,3.61,108.7,5.85,5.59,1.03,3.91
8,600908.SH,无锡银行,2016-09-30,—,—,农商行Ⅲ,5.97,5.82,5.65,0.59,5.53,131.02,3.78,3.52,3.87,3.44
9,603323.SH,苏农银行,2016-12-06,—,—,农商行Ⅲ,5.1,5.29,5.04,0.54,4.97,102.95,5.01,5.22,0.08,0.21
10,601825.SH,沪农商行,2021-08-26,—,—,农商行Ⅲ,8.58,6.73,6.69,0.66,5.06,827.49,0.78,0.6,-3.18,-3.4
