序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301380.SZ,挖金客,2022-11-01,—,—,通信应用增值服务,36.84,56.28,64.16,5.13,0.66,37.35,-23.38,17.52,16.99,28.95
2,002467.SZ,二六三,2010-09-15,—,—,通信应用增值服务,7.34,147.3,126.41,5.17,0.14,100.95,17.56,-30.18,-11.86,-17.89
3,300383.SZ,光环新网,2023-07-06,—,—,通信应用增值服务,14.9,70.22,163.36,2.1,0.4,267.84,-60.23,-57.01,-5.96,-5.15
4,300442.SZ,润泽科技,2023-07-06,—,—,通信应用增值服务,76.5,69.83,25.1,9.23,0.69,1250.27,210.74,-8.73,15.05,15.31
5,301382.SZ,蜂助手,2023-05-24,—,—,通信应用增值服务,37.25,79.54,60.27,5.74,0.21,106.38,46.65,5.69,41.64,33.83
6,300959.SZ,线上线下,2021-03-29,—,—,通信应用增值服务,90.7,239.31,340.3,6.5,0.36,72.89,-72.05,401.89,-46.84,-36.87
7,300081.SZ,恒信东方,2010-05-27,—,—,通信应用增值服务,5.3,,,3.02,,32.05,-5.89,-22.35,-1.71,12.26
8,300578.SZ,会畅科技,2017-02-08,—,—,通信应用增值服务,24.99,168.06,297.75,4.17,,49.55,-55.84,-53.54,-0.48,-5.06
9,300738.SZ,奥飞数据,2023-07-06,—,—,通信应用增值服务,21.87,173.64,131.71,6.13,0.06,215.46,37.29,16.09,15.33,8.2
10,603881.SH,数据港,2023-07-06,—,—,通信应用增值服务,35.6,193.47,174.02,7.79,0.17,255.74,14.05,20.37,4.93,4.13
11,002148.SZ,北纬科技,2022-08-09,—,—,通信应用增值服务,8.62,184.01,390.19,3.94,0.19,48.18,-102.03,-129.52,40.41,47.26
12,300571.SZ,平治信息,2016-12-20,—,—,通信应用增值服务,28.36,,,2.72,,39.57,24.71,331.48,-36.41,-34.64
13,301428.SZ,世纪恒通,2023-05-26,—,—,通信应用增值服务,37.85,60.32,85.1,2.94,0.26,37.35,-27.46,-11.9,-14.23,-11.67
14,002123.SZ,梦网科技,2007-04-04,—,—,通信应用增值服务,11.68,246.44,,5.45,,94.07,-291.43,0.05,-37.47,-33.89
15,300292.SZ,吴通控股,2012-03-07,—,—,通信应用增值服务,4.74,68.91,60.95,4.54,,63.6,15.11,33.18,1.45,4.4
16,300921.SZ,南凌科技,2020-12-29,—,—,通信应用增值服务,29.42,295.43,155.34,6.53,0.24,54.07,287.01,66.24,-8.22,-12.52
17,000839.SZ,国安股份,2022-08-01,—,—,通信应用增值服务,2.88,,,7.36,,112.89,-94.36,-119.38,-5.86,-5.3
