序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,000031.SZ,大悦城,1999-12-30,—,—,商业地产,3.73,,,1.58,,159.88,9.17,129.87,0.83,-5.29
2,601155.SH,新城控股,2015-12-11,—,—,商业地产,17.8,53.36,147.76,0.65,,401.5,-33.05,-32.11,-33.34,-34.82
3,000069.SZ,华侨城Ａ,1999-12-30,—,—,商业地产,2.77,,,0.49,,222.65,-85.76,-171.52,-41.95,-50.82
4,002305.SZ,*ST南置,2009-11-13,—,—,商业地产,2.14,,,,,37.11,-458.44,-20633.52,-45.41,-39.54
5,000608.SZ,*ST阳光,1999-12-30,—,—,商业地产,3.73,,,1.26,,27.97,-258.43,-94.2,5.11,-2.09
6,600007.SH,中国国贸,1999-12-30,—,—,商业地产,20.91,16.68,17.79,2.22,5.26,210.62,-7.69,-8.02,-4.39,-3.85
7,000402.SZ,金融街,1999-12-30,—,—,商业地产,2.92,,,0.37,,87.28,48.39,49.2,-46.21,-51.79
8,001979.SZ,招商蛇口,2016-01-07,—,—,商业地产,10.92,24.38,25.02,1.0,1.78,984.55,-3.99,2.18,15.07,0.41
9,600239.SH,云南城投,2023-07-06,—,—,商业地产,2.39,,,2.99,,38.38,-296.01,-191.8,-2.97,-1.7
10,600663.SH,陆家嘴,1999-12-30,—,—,商业地产,8.51,28.41,28.28,1.71,1.77,428.49,0.66,-7.87,74.23,33.91
