序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600874.SH,创业环保,1999-12-30,—,—,水务及水治理,6.31,12.28,11.92,0.98,2.69,99.09,3.59,12.09,1.7,-1.81
2,603903.SH,中持股份,2017-03-21,—,—,水务及水治理,12.2,,,1.99,,31.15,2157.81,24.51,2.15,-9.67
3,300334.SZ,津膜科技,2012-07-12,—,—,水务及水治理,7.65,209.17,95.2,3.8,,23.11,111.28,-84.68,-3.71,-19.07
4,300774.SZ,倍杰特,2021-08-11,—,—,水务及水治理,21.9,67.16,105.56,5.94,0.91,89.52,-31.4,-63.33,11.42,-16.47
5,003039.SZ,顺控发展,2021-03-15,—,—,水务及水治理,16.28,37.46,36.9,3.57,1.29,100.53,2.01,1.03,23.06,23.45
6,300070.SZ,碧水源,2010-04-28,—,—,水务及水治理,4.03,249.31,667.1,0.54,0.1,146.06,-85.44,-47.25,-7.96,-15.09
7,688565.SH,力源科技,2023-09-25,—,—,水务及水治理,13.14,774.91,60.62,4.0,,19.67,118.88,131.14,25.87,26.41
8,603200.SH,上海洗霸,2017-06-08,—,—,水务及水治理,81.79,334.14,125.89,13.22,0.11,143.53,146.8,156.56,-5.52,-15.85
9,688466.SH,金科环境,2023-09-25,—,—,水务及水治理,17.92,32.77,35.46,1.92,2.29,21.89,-11.18,-3.17,0.3,13.16
10,300437.SZ,清水源,2015-04-30,—,—,水务及水治理,15.0,,,2.72,,37.86,33.66,41.73,-24.82,-26.25
11,300899.SZ,*ST凯鑫,2020-10-23,—,—,水务及水治理,33.8,,97.2,3.37,1.15,21.56,334.55,2465.61,93.16,204.86
12,600168.SH,武汉控股,1999-12-30,—,—,水务及水治理,5.25,59.12,52.96,0.97,0.51,52.15,14.1,9.22,6.45,14.76
13,300929.SZ,华骐环保,2021-01-27,—,—,水务及水治理,12.1,,,1.99,,15.99,84.98,139.22,58.86,66.23
14,000544.SZ,中原环保,1999-12-30,—,—,水务及水治理,8.58,8.1,7.88,0.92,3.03,83.63,2.86,-0.09,-4.6,-16.3
15,000605.SZ,渤海股份,1999-12-30,—,—,水务及水治理,7.17,157.14,147.01,1.19,0.28,25.29,9.17,-13.72,-5.6,-8.9
16,688335.SH,复洁科技,2023-09-25,—,—,水务及水治理,39.4,,,5.09,0.5,58.33,115.94,148.43,49.84,122.13
17,000685.SZ,中山公用,1999-12-30,—,—,水务及水治理,12.28,15.11,13.05,1.01,0.66,181.14,18.11,29.55,-7.04,-1.51
18,300172.SZ,中电环保,2011-02-15,—,—,水务及水治理,5.77,52.65,49.74,2.01,0.87,39.05,5.15,2.87,-12.92,-10.7
19,601158.SH,重庆水务,2010-04-06,—,—,水务及水治理,4.56,27.88,26.21,1.28,3.44,218.88,7.1,10.06,7.21,7.16
20,600283.SH,钱江水利,2000-10-25,—,—,水务及水治理,9.26,24.13,22.22,1.67,2.7,51.93,11.16,24.37,7.35,3.59
21,603817.SH,海峡环保,2017-02-27,—,—,水务及水治理,7.05,20.96,18.84,1.27,0.85,40.19,12.64,4.41,14.61,10.57
22,002573.SZ,清新环境,2023-07-06,—,—,水务及水治理,3.84,,,0.91,,54.35,-67.15,-82.59,3.41,4.23
23,300388.SZ,节能国祯,2014-08-08,—,—,水务及水治理,8.36,15.53,15.69,1.24,2.33,56.94,-1.5,-6.16,-7.79,-14.08
24,600796.SH,钱江生化,2022-08-01,—,—,水务及水治理,7.29,39.48,34.61,1.85,0.43,63.17,17.49,30.24,-7.83,-9.64
25,300422.SZ,博世科,2015-03-03,—,—,水务及水治理,5.05,,,2.43,,26.96,-270.83,-279.54,27.1,21.82
26,300961.SZ,深水海纳,2021-04-07,—,—,水务及水治理,14.43,,,3.49,,25.58,-1165.87,-5290.59,-15.0,-19.93
27,301203.SZ,国泰环保,2023-04-12,—,—,水务及水治理,35.81,21.72,22.23,2.01,1.95,28.65,-3.01,-6.4,-2.38,-1.14
28,605081.SH,*ST太和,2021-02-23,—,—,水务及水治理,10.01,,,1.27,,11.34,-129.19,-185.89,-14.33,-56.02
29,600187.SH,国中水务,2009-04-30,—,—,水务及水治理,2.17,80.36,189.9,1.1,,35.02,-279.38,-453.63,5.53,-9.89
30,000598.SZ,兴蓉环境,1999-12-30,—,—,水务及水治理,7.24,10.82,10.12,1.11,2.58,216.04,8.49,5.03,5.39,4.59
31,603797.SH,联泰环保,2017-04-20,—,—,水务及水治理,5.06,16.25,23.03,0.9,1.78,29.18,-31.74,-22.56,-6.34,-4.15
32,688057.SH,金达莱,2023-09-25,—,—,水务及水治理,12.88,25.98,34.09,1.13,1.94,35.55,-30.14,-5.55,-23.5,-18.18
33,601199.SH,江南水务,2011-03-24,—,—,水务及水治理,5.94,13.82,13.69,1.23,2.36,55.55,1.43,-3.25,1.27,-5.32
34,603291.SH,联合水务,2023-04-03,—,—,水务及水治理,11.44,32.29,59.5,2.73,1.31,48.42,-52.81,-56.91,3.63,9.77
35,688101.SH,三达膜,2023-09-25,—,—,水务及水治理,16.71,17.62,13.86,1.28,,55.48,40.2,21.39,11.0,6.53
36,603759.SH,海天股份,2021-04-02,—,—,水务及水治理,11.5,17.42,20.1,1.86,,53.1,-28.11,-40.6,94.6,38.38
37,301519.SZ,舜禹股份,2023-08-03,—,—,水务及水治理,14.93,176.8,,1.71,0.66,24.13,-242.09,-151.25,-2.52,6.36
38,300664.SZ,鹏鹞环保,2018-01-12,—,—,水务及水治理,5.75,27.37,19.81,0.99,1.68,43.48,28.94,15.03,-13.44,-18.72
39,300425.SZ,中建环能,2024-07-31,—,—,水务及水治理,5.26,40.69,57.37,1.53,0.49,35.89,-109.56,-70.98,14.47,12.01
40,301372.SZ,科净源,2023-08-18,—,—,水务及水治理,28.15,,,2.45,,19.3,141.06,137.45,39.72,24.3
41,688069.SH,德林海,2023-09-25,—,—,水务及水治理,24.41,,,2.22,1.58,27.58,61.87,-112.49,-2.39,-47.35
42,002778.SZ,中晟高科,2024-07-31,—,—,水务及水治理,21.68,,,8.56,,27.05,276.69,376.2,-72.57,-73.31
43,301127.SZ,武汉天源,2022-01-07,—,—,水务及水治理,17.94,36.29,42.63,3.73,0.54,120.93,-26.48,8.88,-5.21,4.17
44,301148.SZ,嘉戎技术,2022-04-28,—,—,水务及水治理,51.74,120.07,105.75,3.4,0.75,60.28,12.95,14.31,-7.53,-14.73
45,600461.SH,洪城环境,2004-06-08,—,—,水务及水治理,9.81,10.59,10.49,1.31,4.73,125.98,1.18,0.68,-3.85,-6.54
46,601368.SH,绿城水务,2015-06-19,—,—,水务及水治理,5.27,52.92,52.15,0.96,0.57,46.53,0.97,-60.35,1.3,-0.99
47,600008.SH,首创环保,2000-05-11,—,—,水务及水治理,3.08,6.41,13.21,1.1,6.82,226.09,-55.96,0.8,-3.04,-4.51
48,300266.SZ,兴源环境,2011-10-11,—,—,水务及水治理,2.53,,,115.68,,39.31,63.1,60.34,1.21,2.74
49,600769.SH,祥龙电业,1999-12-30,—,—,水务及水治理,12.09,353.82,245.3,37.72,,45.33,49.11,83.32,5.28,0.12
50,300692.SZ,中赋科技,2017-08-28,—,—,水务及水治理,8.72,67.73,57.72,1.65,0.31,40.14,13.84,9.69,2.99,4.84
51,688096.SH,京源环保,2023-09-25,—,—,水务及水治理,9.24,,,2.43,1.13,21.81,61.05,157.27,17.45,23.03
