序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,601872.SH,招商轮船,2006-12-11,—,—,航运,11.65,18.42,18.67,2.34,1.94,940.68,-2.06,-14.91,0.07,-4.91
2,603565.SH,中谷物流,2020-10-12,—,—,航运,10.32,11.81,10.14,2.19,11.82,216.73,27.21,41.59,-6.46,-6.99
3,001205.SZ,盛航股份,2021-05-20,—,—,航运,16.1,22.07,40.0,1.45,0.74,30.27,-45.63,-44.18,-4.53,0.67
4,601083.SH,锦江航运,2023-12-12,—,—,航运,11.86,15.04,10.33,1.73,4.11,153.48,64.76,150.43,21.37,26.11
5,600751.SH,海航科技,2024-07-31,—,—,航运,3.88,90.38,102.62,1.49,,112.49,-13.29,-23.89,25.06,30.1
6,600798.SH,宁波海运,1997-04-23,—,—,航运,3.71,202.32,,1.15,0.54,44.76,-265.37,-113.43,19.3,11.33
7,600026.SH,中远海能,2002-05-23,—,—,航运,16.16,21.88,26.41,1.95,1.08,883.18,-21.22,-29.16,-2.55,-2.55
8,000520.SZ,凤凰航运,2016-01-13,—,—,航运,4.36,,,10.96,,44.13,-151.86,108.25,-27.4,-30.86
9,601022.SH,宁波远洋,2022-12-15,—,—,航运,9.58,22.64,18.39,2.08,2.23,125.37,31.61,36.46,19.64,19.85
10,601919.SH,中远海控,2007-07-04,—,—,航运,14.59,4.55,5.87,1.0,10.94,2234.11,-29.0,3.95,-4.09,7.78
11,600179.SH,安通控股,2021-12-13,—,—,航运,4.93,34.17,18.74,1.82,,208.61,311.77,231.5,22.65,24.6
12,002320.SZ,海峡股份,2009-12-24,—,—,航运,10.8,93.95,124.77,5.99,0.37,241.34,-32.11,-36.32,-0.52,-1.67
13,600428.SH,中远海特,2002-04-18,—,—,航运,7.59,13.61,12.57,1.26,3.68,208.26,10.54,13.08,37.92,44.05
14,603209.SH,兴通股份,2022-03-31,—,—,航运,15.57,14.44,19.01,1.52,1.11,50.6,-30.31,-24.8,1.8,1.99
15,601866.SH,中远海发,2007-12-20,—,—,航运,2.62,20.51,20.39,1.13,1.56,345.78,0.71,8.36,-1.54,4.23
16,603162.SH,海通发展,2023-04-06,—,—,航运,13.86,23.42,32.88,2.97,0.36,128.61,-38.47,-64.14,16.32,6.74
17,601975.SH,招商南油,2019-01-23,—,—,航运,3.59,8.75,13.86,1.52,,168.02,-42.81,-53.28,-14.77,-21.43
18,603167.SH,渤海轮渡,2012-09-13,—,—,航运,9.58,16.39,15.56,1.28,8.35,44.94,5.68,-2.95,1.07,-5.02
