序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002216.SZ,三全食品,2008-02-27,—,—,预加工食品,12.2,19.78,19.73,2.37,2.46,107.26,0.37,-5.98,-2.44,-2.66
2,605338.SH,巴比食品,2020-10-19,—,—,预加工食品,29.03,25.14,25.47,2.98,2.76,69.55,3.51,18.08,12.05,9.31
3,002702.SZ,海欣食品,2012-10-18,—,—,预加工食品,7.69,,,4.09,,42.74,-17.94,-59.06,-15.05,-15.18
4,603237.SH,五芳斋,2022-09-07,—,—,预加工食品,17.66,24.48,32.65,1.97,2.78,34.8,-16.89,-16.7,-3.06,0.66
5,605089.SH,味知香,2021-05-07,—,—,预加工食品,29.2,46.04,55.43,3.28,1.22,40.3,-21.9,-24.46,3.95,4.7
6,603345.SH,安井食品,2017-03-01,—,—,预加工食品,90.39,20.29,21.72,1.99,2.69,301.26,-9.35,-15.79,2.66,0.8
7,603536.SH,惠发食品,2017-06-20,—,—,预加工食品,11.48,,,6.91,,27.83,-38.85,-82.54,-18.31,-17.75
8,001215.SZ,千味央厨,2021-09-13,—,—,预加工食品,47.72,55.4,82.92,2.48,,46.36,-34.06,-39.67,1.0,-0.72
9,002661.SZ,克明食品,2023-04-04,—,—,预加工食品,9.64,22.0,28.0,1.41,4.26,32.11,-20.17,-2.34,-8.07,-10.85
10,605567.SH,春雪食品,2021-10-20,—,—,预加工食品,12.03,294.67,60.68,2.2,0.83,24.06,1320.44,428.1,5.95,5.75
