序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,601225.SH,陕西煤业,2014-02-11,—,—,动力煤,22.03,9.55,11.16,2.26,5.33,2135.81,-27.22,-31.18,-12.81,-14.19
2,600575.SH,淮河能源,2022-08-01,—,—,动力煤,3.44,28.74,32.11,1.11,,246.54,-10.69,-22.15,-9.71,-13.18
3,601898.SH,中煤能源,2008-02-15,—,—,动力煤,14.32,9.83,11.04,1.22,2.96,1898.64,-14.57,-21.28,-21.24,-19.95
4,600403.SH,大有能源,2003-10-16,—,—,动力煤,7.14,,,3.72,,170.7,-42.77,-73.81,-19.67,-26.14
5,002128.SZ,电投能源,2007-04-25,—,—,动力煤,28.37,11.91,12.57,1.71,2.82,635.93,-6.4,-5.36,2.72,2.38
6,600925.SH,苏能股份,2023-04-06,—,—,动力煤,4.74,23.57,101.66,2.12,2.57,326.53,-84.99,-90.13,-15.95,-17.15
7,600121.SH,郑州煤电,1999-12-30,—,—,动力煤,4.36,18.79,,3.47,,53.12,-3037.45,-2256.68,-16.48,-15.01
8,601918.SH,新集能源,2007-12-26,—,—,动力煤,7.25,7.85,9.1,1.11,2.21,187.81,-19.06,-21.72,-1.95,-2.91
9,000571.SZ,新大洲A,1999-12-30,—,—,动力煤,6.18,,,36.55,,51.86,-30.82,-191.62,-30.98,-37.68
10,600971.SH,恒源煤电,2004-08-24,—,—,动力煤,6.87,7.69,300.15,0.69,3.93,82.44,-110.56,-117.04,-30.07,-38.94
11,601001.SH,晋控煤业,2006-06-30,—,—,动力煤,15.71,9.36,13.6,1.4,4.81,262.94,-40.65,-39.01,-16.99,-19.16
12,600188.SH,兖矿能源,1999-12-30,—,—,动力煤,15.44,10.74,15.28,2.97,4.66,1549.79,-37.5,-38.53,-11.64,-17.93
13,000552.SZ,甘肃能化,1999-12-30,—,—,动力煤,2.48,10.93,,0.81,2.74,132.72,-126.69,-120.3,-21.56,-33.91
14,601101.SH,昊华能源,2010-04-08,—,—,动力煤,7.74,10.75,23.65,0.92,5.92,111.46,-50.5,-47.82,-7.85,-7.17
15,600546.SH,山煤国际,2003-08-07,—,—,动力煤,11.14,9.74,17.91,1.35,6.19,220.85,-49.74,-49.25,-30.2,-31.28
16,601088.SH,中国神华,2007-10-16,—,—,动力煤,41.86,14.18,16.1,2.1,7.74,8316.96,-9.98,-12.03,-16.57,-18.34
17,603071.SH,物产环能,2022-08-01,—,—,动力煤,13.52,10.21,11.46,1.35,5.18,75.44,-15.1,-15.96,-12.84,-7.56
18,600397.SH,江钨装备,2002-07-09,—,—,动力煤,10.87,,,69.21,,107.61,-89.29,-175.93,-41.16,-35.3
