序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,603026.SH,石大胜华,2015-06-05,—,—,电池化学品,64.36,912.12,,3.1,,149.77,-652.16,-248.03,11.41,14.87
2,688148.SH,芳源股份,2023-09-25,—,—,电池化学品,8.27,,,14.57,,42.19,-1.76,-124.85,5.29,-13.48
3,002340.SZ,格林美,2010-01-29,—,—,电池化学品,8.46,42.31,35.24,2.1,0.78,431.74,22.66,13.91,10.55,1.28
4,600884.SH,杉杉股份,1999-12-30,—,—,电池化学品,13.06,,,1.34,,293.77,1121.72,1079.59,11.48,11.78
5,688779.SH,五矿新能,2023-09-25,—,—,电池化学品,9.67,,,2.78,,186.56,88.34,59.31,33.96,15.85
6,301358.SZ,湖南裕能,2023-02-16,—,—,电池化学品,61.3,78.57,62.34,3.8,0.25,466.37,31.51,-21.59,46.27,33.17
7,688733.SH,壹石通,2023-09-25,—,—,电池化学品,29.86,496.94,,2.75,0.33,59.65,-193.67,-399.99,16.03,13.52
8,002812.SZ,恩捷股份,2016-09-23,—,—,电池化学品,52.22,,,2.04,,512.92,-119.46,-131.99,27.85,20.48
9,688005.SH,容百科技,2023-09-25,—,—,电池化学品,29.04,70.14,,2.56,1.26,207.56,-274.96,-765.45,-20.64,-9.28
10,688353.SH,华盛锂电,2023-09-25,—,—,电池化学品,98.5,,,4.76,,157.11,21.81,-0.3,62.29,72.02
11,300919.SZ,中伟新材,2020-12-30,—,—,电池化学品,50.51,35.89,41.91,2.27,1.23,526.44,-15.94,-15.2,10.39,6.16
12,603659.SH,璞泰来,2017-11-10,—,—,电池化学品,27.58,49.49,35.67,2.98,0.61,589.22,37.25,23.03,10.06,11.95
13,688116.SH,天奈科技,2023-09-25,—,—,电池化学品,45.78,67.07,63.64,4.54,0.32,167.8,7.39,1.07,-3.79,1.08
14,300477.SZ,ST合纵,2023-07-06,—,—,电池化学品,3.13,,,3.4,,33.55,25.13,41.65,-48.72,-49.01
15,300890.SZ,翔丰华,2020-09-24,—,—,电池化学品,29.77,71.58,270.9,1.73,,35.47,-64.64,-107.7,8.16,-2.8
16,002709.SZ,天赐材料,2014-01-30,—,—,电池化学品,39.35,165.38,141.34,4.87,0.36,800.34,24.33,12.79,22.34,28.97
17,603906.SH,龙蟠科技,2023-09-19,—,—,电池化学品,17.78,,,4.07,,121.81,63.53,61.7,2.91,1.49
18,688707.SH,振华新材,2023-09-25,—,—,电池化学品,13.98,,,1.74,,71.12,-0.48,-7.1,-26.9,-26.69
19,301487.SZ,盟固利,2023-08-16,—,—,电池化学品,23.19,,,5.65,,106.59,-10.42,-60.87,24.22,23.19
20,300037.SZ,新宙邦,2010-01-15,—,—,电池化学品,48.44,38.66,36.84,3.57,0.82,364.17,6.64,16.36,16.75,18.58
21,300035.SZ,中科电气,2010-01-04,—,—,电池化学品,20.47,46.3,26.92,2.86,1.22,140.31,118.85,293.13,52.03,59.6
22,301292.SZ,海科新源,2023-07-14,—,—,电池化学品,52.21,,,4.3,,116.32,40.06,61.21,43.17,27.92
23,002125.SZ,湘潭电化,2022-08-01,—,—,电池化学品,13.36,26.7,36.86,2.76,1.2,84.1,-35.56,-18.21,1.36,4.79
24,002759.SZ,天际股份,2015-06-04,—,—,电池化学品,36.63,,,5.93,,183.66,46.18,59.0,23.0,19.16
25,688778.SH,厦钨新能,2023-09-25,—,—,电池化学品,82.69,84.47,55.28,4.54,0.64,417.33,41.54,27.76,29.8,18.04
26,000695.SZ,滨海能源,2024-07-31,—,—,电池化学品,12.5,,,16.87,,28.97,-2837.15,-2443.01,2.03,-3.95
27,688275.SH,万润新能,2023-09-25,—,—,电池化学品,78.45,,,1.89,,98.94,41.12,34.28,51.18,50.49
28,300409.SZ,道氏技术,2014-12-10,—,—,电池化学品,28.62,142.73,52.65,2.79,0.62,223.88,182.45,108.16,-1.79,-11.64
29,301152.SZ,天力锂能,2022-09-05,—,—,电池化学品,29.01,,,2.56,,34.45,47.42,25.23,11.18,1.3
30,300073.SZ,当升科技,2010-05-05,—,—,电池化学品,54.65,63.04,58.29,2.04,0.34,297.46,8.3,8.47,33.92,25.17
31,300432.SZ,富临精工,2023-07-06,—,—,电池化学品,17.81,76.75,74.06,6.64,0.4,304.51,4.63,32.41,54.43,61.7
32,000009.SZ,中国宝安,1999-12-30,—,—,电池化学品,9.38,140.15,343.27,2.4,0.32,241.93,-26.51,24.51,14.87,8.07
33,001301.SZ,尚太科技,2023-01-05,—,—,电池化学品,75.15,23.38,20.17,2.9,1.06,195.99,23.08,34.37,52.09,61.83
34,301238.SZ,瑞泰新材,2022-06-24,—,—,电池化学品,20.1,174.23,278.45,2.06,1.0,147.4,-21.18,-24.19,-7.73,-7.36
35,688184.SH,ST帕瓦,2023-09-25,—,—,电池化学品,10.47,,,1.05,,16.65,53.69,52.61,-54.25,-58.99
36,300390.SZ,天华新能,2023-09-19,—,—,电池化学品,45.88,44.97,,3.49,1.31,381.15,-96.44,-118.65,2.17,-6.88
37,300568.SZ,星源材质,2016-12-08,—,—,电池化学品,13.59,50.27,141.92,1.86,0.36,182.88,-67.25,-58.53,13.53,14.78
38,300340.SZ,科恒股份,2012-08-02,—,—,电池化学品,11.87,,,,,32.7,-22.29,-60.01,-12.41,-29.15
39,002079.SZ,苏州固锝,2024-07-31,—,—,电池化学品,10.88,119.68,92.06,2.86,0.17,88.19,58.69,310.28,-31.22,-28.22
40,002805.SZ,丰元股份,2022-08-01,—,—,电池化学品,15.85,,,4.5,,44.39,-189.27,-201.29,19.7,21.23
41,301349.SZ,信德新材,2022-09-19,—,—,电池化学品,46.17,,251.91,1.73,,47.09,246.2,169.28,48.94,41.31
42,300769.SZ,德方纳米,2019-04-22,—,—,电池化学品,39.65,,,2.14,,111.09,33.78,24.24,-7.57,-10.58
