序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,603589.SH,口子窖,2015-07-06,—,—,白酒Ⅲ,29.86,10.79,16.44,1.71,4.36,178.6,-43.39,-24.63,-27.24,-20.07
2,000860.SZ,顺鑫农业,1999-12-30,—,—,白酒Ⅲ,15.0,48.13,,1.59,1.0,111.27,-79.85,-59.09,-19.79,-19.24
3,000858.SZ,五粮液,1999-12-30,—,—,白酒Ⅲ,108.89,13.27,14.87,3.19,5.28,4226.68,-13.72,2.28,-10.26,4.19
4,600199.SH,金种子酒,1999-12-30,—,—,白酒Ⅲ,10.18,,,3.24,,66.96,-0.97,-750.54,-22.08,-27.47
5,603369.SH,今世缘,2014-07-10,—,—,白酒Ⅲ,34.4,12.57,14.92,2.6,3.49,428.9,-17.39,-9.46,-10.66,-4.84
6,600197.SH,伊力特,1999-12-30,—,—,白酒Ⅲ,14.14,23.41,36.76,1.75,3.18,66.91,-43.05,-17.82,-21.46,-19.51
7,000995.SZ,皇台酒业,2000-08-14,—,—,白酒Ⅲ,20.09,128.67,,24.17,,35.64,-131.54,-32.59,-23.25,-11.85
8,600559.SH,老白干酒,2002-11-05,—,—,白酒Ⅲ,16.34,18.99,23.68,2.83,3.37,149.47,-28.04,5.42,-18.53,0.48
9,600702.SH,舍得酒业,1999-12-30,—,—,白酒Ⅲ,59.41,57.17,132.77,2.79,0.72,197.69,-29.43,-24.98,-17.0,-17.41
10,600519.SH,贵州茅台,2001-09-03,—,—,白酒Ⅲ,1555.0,22.58,21.63,8.58,3.32,19472.8,6.25,8.89,6.36,9.1
11,603198.SH,迎驾贡酒,2015-06-04,—,—,白酒Ⅲ,42.36,13.09,16.18,3.34,3.54,338.88,-24.67,-18.19,-18.09,-16.89
12,603919.SH,金徽酒,2016-03-17,—,—,白酒Ⅲ,23.87,31.2,31.96,3.56,2.05,121.08,-2.78,1.12,-0.97,0.31
13,002646.SZ,天佑德酒,2011-12-29,—,—,白酒Ⅲ,9.3,105.75,685.39,1.56,0.12,44.56,-62.03,-35.37,-10.79,-11.24
14,600779.SH,水井坊,1999-12-30,—,—,白酒Ⅲ,42.52,15.46,38.24,4.12,2.27,207.29,-71.02,-56.52,-38.01,-12.84
15,000568.SZ,泸州老窖,1999-12-30,—,—,白酒Ⅲ,125.46,13.71,14.61,3.87,4.74,1846.7,-7.17,-4.54,-4.84,-2.67
16,600696.SH,*ST岩石,2022-08-01,—,—,白酒Ⅲ,1.97,,,2.29,,6.59,-48.08,12.42,-84.92,-85.22
17,000596.SZ,古井贡酒,1999-12-30,—,—,白酒Ⅲ,138.03,13.22,15.42,2.87,3.62,729.63,-16.57,2.49,-13.87,0.54
18,002304.SZ,洋河股份,2009-11-13,—,—,白酒Ⅲ,55.78,12.59,40.6,1.73,4.15,840.3,-53.66,-45.34,-34.26,-35.32
19,600809.SH,山西汾酒,1999-12-30,—,—,白酒Ⅲ,180.21,17.96,17.88,5.67,2.0,2198.5,0.48,1.13,5.0,5.35
20,000799.SZ,酒鬼酒,1999-12-30,—,—,白酒Ⅲ,58.56,1523.04,,5.06,1.02,190.28,-117.36,-92.6,-36.21,-43.54
