序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002789.SZ,*ST建艺,2016-03-25,—,—,装修装饰Ⅲ,10.05,,,,,16.04,-8310.42,-3486.81,-40.37,-28.37
2,002963.SZ,豪尔赛,2019-11-04,—,—,装修装饰Ⅲ,15.6,,,1.82,1.28,23.46,-523.96,-538.56,-29.79,-46.6
3,600234.SH,科新发展,2023-07-06,—,—,装修装饰Ⅲ,14.39,94.5,63.39,7.56,,37.78,170.94,424.93,66.92,319.15
4,603137.SH,恒尚节能,2023-04-26,—,—,装修装饰Ⅲ,14.59,28.59,50.42,2.15,0.55,26.69,-46.2,-31.97,-20.24,-6.57
5,603828.SH,ST柯利达,2015-03-05,—,—,装修装饰Ⅲ,6.87,477.01,,6.35,,40.94,-683.61,-28.19,-30.48,-21.92
6,002620.SZ,ST瑞和,2014-02-21,—,—,装修装饰Ⅲ,5.92,,,,,22.35,48.06,71.9,-43.76,-44.01
7,002856.SZ,美芝股份,2017-03-27,—,—,装修装饰Ⅲ,15.58,,,25.37,,21.08,26.79,-55.25,-54.84,-66.47
8,002047.SZ,*ST宝鹰,2014-07-02,—,—,装修装饰Ⅲ,4.34,,,,,65.81,92.21,89.38,-65.79,-74.35
9,300506.SZ,ST名家汇,2025-12-23,—,—,装修装饰Ⅲ,4.81,,,,,68.57,-231.42,-467.46,5.07,-50.43
10,603030.SH,全筑股份,2023-12-27,—,—,装修装饰Ⅲ,2.87,,,4.27,,37.8,-161.57,-737.22,13.8,3.39
11,002822.SZ,ST中装,2025-12-31,—,—,装修装饰Ⅲ,3.33,,,4.7,,64.97,36.37,10.77,-67.77,-68.32
12,600193.SH,*ST创兴,2018-07-16,—,—,装修装饰Ⅲ,4.29,,,20.49,,18.25,-29.9,-98.15,-11.96,-99.0
13,002081.SZ,金螳螂,2014-02-21,—,—,装修装饰Ⅲ,3.77,18.41,21.89,0.73,2.65,100.11,-18.48,3.95,-9.2,2.49
14,002713.SZ,*ST东易,2025-12-31,—,—,装修装饰Ⅲ,9.61,,,,,91.43,89.97,90.47,-52.02,-59.11
15,002163.SZ,海南发展,2022-08-01,—,—,装修装饰Ⅲ,17.89,,,21.46,,151.16,-56.65,-394.64,-10.12,-16.0
16,002830.SZ,名雕股份,2016-12-20,—,—,装修装饰Ⅲ,27.86,91.32,91.76,5.69,0.88,37.15,-1.21,-11.95,-2.09,-8.93
17,300621.SZ,维业股份,2017-04-13,—,—,装修装饰Ⅲ,9.11,229.43,,2.2,0.11,18.95,-174.56,5.38,-35.84,-47.81
18,002811.SZ,郑中设计,2016-09-19,—,—,装修装饰Ⅲ,14.31,46.18,32.43,3.14,3.06,44.07,42.62,45.9,19.89,22.56
19,601886.SH,江河集团,2014-02-21,—,—,装修装饰Ⅲ,9.55,16.97,16.34,1.54,5.76,108.2,5.67,1.69,-5.63,-5.86
20,002482.SZ,广田集团,2023-12-21,—,—,装修装饰Ⅲ,1.73,,,13.52,,64.89,46.43,40.36,255.97,223.89
21,002989.SZ,中天精装,2020-06-17,—,—,装修装饰Ⅲ,27.32,,,3.68,,55.08,43.0,45.08,-22.02,-32.72
22,002375.SZ,亚厦股份,2014-02-21,—,—,装修装饰Ⅲ,4.53,20.05,19.28,0.74,1.5,60.7,4.78,5.44,-17.3,-15.21
23,605287.SH,德才股份,2021-07-13,—,—,装修装饰Ⅲ,48.34,,,4.36,,67.68,-37.43,-29.54,-34.02,-37.38
