序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301138.SZ,华研精机,2022-08-01,—,—,印刷包装机械,38.72,45.89,39.37,4.17,1.55,46.46,31.07,8.99,24.98,24.79
2,002611.SZ,东方精工,2020-06-19,—,—,印刷包装机械,17.74,43.14,31.71,3.96,0.73,215.95,54.64,142.52,2.52,-0.1
3,300195.SZ,长荣股份,2011-04-08,—,—,印刷包装机械,8.7,292.38,232.15,1.38,,36.86,96.67,156.45,-0.84,-3.8
4,001256.SZ,炜冈科技,2022-12-12,—,—,印刷包装机械,22.06,34.88,34.51,2.6,0.9,31.46,1.21,-12.12,7.18,6.87
5,603901.SH,永创智能,2015-06-05,—,—,印刷包装机械,14.25,479.35,117.27,2.63,0.1,74.68,61.17,19.19,19.05,12.85
6,300512.SZ,中亚股份,2016-06-02,—,—,印刷包装机械,10.06,156.22,120.13,2.53,0.59,41.17,21.03,-2.04,15.65,9.51
7,301105.SZ,鸿铭股份,2023-01-09,—,—,印刷包装机械,50.53,,,3.03,,25.27,-340.72,-166.86,-13.93,-13.35
8,002209.SZ,达意隆,2008-02-14,—,—,印刷包装机械,15.88,45.29,24.11,3.85,0.33,31.61,146.16,217.89,38.95,57.35
9,300521.SZ,爱司凯,2016-07-12,—,—,印刷包装机械,34.01,,,9.57,0.11,50.92,-106.6,-172.67,-2.24,-5.34
10,300509.SZ,新美星,2016-05-03,—,—,印刷包装机械,14.35,93.99,43.62,6.89,1.05,42.53,191.95,118.0,15.88,14.65
