序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301595.SZ,太力科技,2025-05-26,—,—,其他家居用品,52.16,64.44,76.55,6.54,0.48,56.48,-20.68,-21.86,6.98,6.21
2,603838.SH,*ST四通,2015-07-08,—,—,其他家居用品,7.41,,,2.53,,23.71,-341.47,-78.33,32.27,75.88
3,301004.SZ,嘉益股份,2021-07-02,—,—,其他家居用品,51.85,10.31,13.28,4.7,6.03,75.6,-30.79,-3.99,-7.85,20.25
4,301113.SZ,雅艺科技,2021-12-29,—,—,其他家居用品,26.42,215.24,326.84,3.5,2.04,24.04,-68.19,-28.94,22.23,32.28
5,300640.SZ,德艺文创,2017-04-24,—,—,其他家居用品,8.06,275.24,207.67,3.09,0.25,25.07,26.25,229.18,15.45,22.28
6,002571.SZ,德力股份,2011-04-19,—,—,其他家居用品,11.97,,,4.8,,46.92,-174.12,-490.74,-11.07,-6.0
7,301501.SZ,恒鑫生活,2025-03-26,—,—,其他家居用品,42.35,28.49,25.8,3.03,0.81,62.64,14.12,19.7,19.49,18.81
8,001211.SZ,双枪科技,2021-08-12,—,—,其他家居用品,29.17,73.89,92.49,2.43,0.71,21.0,-40.38,-22.46,16.75,13.43
9,300993.SZ,玉马科技,2021-05-31,—,—,其他家居用品,14.54,24.14,26.66,2.93,0.67,44.8,-13.71,-14.13,0.49,0.89
10,603195.SH,公牛集团,2020-02-13,—,—,其他家居用品,43.89,18.57,19.9,5.07,3.91,793.49,-8.72,-8.0,-3.22,-2.6
11,603615.SH,茶花股份,2017-02-20,—,—,其他家居用品,23.2,,,4.9,,56.1,139.79,71.09,113.92,41.55
12,605099.SH,共创草坪,2020-10-15,—,—,其他家居用品,41.05,32.32,26.11,5.5,1.56,165.24,30.89,21.69,9.52,11.43
13,002615.SZ,哈尔斯,2011-09-19,—,—,其他家居用品,8.99,14.63,25.92,2.46,2.77,41.92,-55.49,-29.0,2.94,12.83
14,301193.SZ,家联科技,2021-12-16,—,—,其他家居用品,23.44,80.26,,3.0,,45.75,-209.95,-204.81,8.25,5.26
15,001356.SZ,富岭股份,2025-02-07,—,—,其他家居用品,12.61,33.76,55.56,3.64,0.3,74.31,-52.64,-39.41,-11.55,-7.57
16,601996.SH,丰林集团,2022-08-01,—,—,其他家居用品,2.44,,,1.07,,27.35,-138.77,-763.61,-16.61,-19.0
17,301055.SZ,张小泉,2021-09-13,—,—,其他家居用品,21.46,133.68,73.07,5.12,0.54,33.48,120.78,124.3,14.11,9.8
18,603021.SH,ST华鹏,2015-04-30,—,—,其他家居用品,6.0,,,,,19.2,1.24,8.45,-6.07,-10.52
19,300729.SZ,乐歌股份,2017-12-08,—,—,其他家居用品,14.19,14.43,20.24,1.33,2.11,48.47,-36.33,-19.47,21.92,29.56
20,001216.SZ,华瓷股份,2021-10-26,—,—,其他家居用品,18.32,22.51,20.46,2.55,2.18,46.14,12.17,21.63,15.32,25.1
21,603272.SH,联翔股份,2022-05-27,—,—,其他家居用品,22.69,215.75,112.44,4.21,0.42,23.51,128.06,106.84,16.35,38.72
22,001221.SZ,悍高集团,2025-08-06,—,—,其他家居用品,71.17,53.58,42.83,10.97,0.51,284.69,38.07,34.7,24.27,22.37
23,605155.SH,西大门,2021-01-08,—,—,其他家居用品,20.86,32.64,32.37,3.01,1.18,39.9,1.16,1.45,10.43,14.51
