序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300227.SZ,光韵达,2011-06-15,—,—,激光设备,12.91,,,4.54,,71.86,-261.78,-86.66,23.13,7.08
2,002008.SZ,大族激光,2004-07-02,—,—,激光设备,48.95,29.75,44.55,2.97,0.72,503.99,-39.46,-60.15,25.51,19.79
3,688559.SH,海目星,2023-09-25,—,—,激光设备,55.84,,,5.86,,138.35,-645.04,-565.65,-25.47,-30.5
4,301021.SZ,英诺激光,2021-07-13,—,—,激光设备,57.39,401.81,203.72,8.7,0.17,87.72,2464.79,230.06,17.83,13.03
5,688025.SH,杰普特,2023-09-25,—,—,激光设备,177.68,127.28,72.43,7.66,0.24,168.88,97.3,73.84,41.02,48.34
6,688170.SH,德龙激光,2023-09-25,—,—,激光设备,39.78,,,3.38,,41.12,21.0,-56.92,8.45,2.49
7,688518.SH,联赢激光,2023-09-25,—,—,激光设备,29.4,60.62,56.1,3.13,0.51,100.35,14.08,13.16,2.16,5.3
8,000988.SZ,华工科技,2000-06-15,—,—,激光设备,74.63,61.47,46.77,6.88,0.27,750.41,40.92,44.87,22.62,44.66
9,300747.SZ,锐科激光,2018-07-02,—,—,激光设备,30.3,126.73,123.97,5.17,0.17,170.16,2.49,-23.78,6.67,4.85
10,688646.SH,ST逸飞,2023-09-25,—,—,激光设备,39.2,153.35,,2.52,,37.3,-114.29,-55.06,7.55,23.9
