序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,003032.SZ,*ST传智,2021-01-19,—,—,培训教育,6.46,,,2.07,,26.0,79.35,78.95,48.83,46.39
2,600661.SH,昂立教育,1999-12-30,—,—,培训教育,11.09,,,23.62,,31.78,141.11,116.87,12.03,11.84
3,002607.SZ,中公教育,2011-08-17,—,—,培训教育,2.83,95.02,162.38,21.38,,174.54,-45.31,-46.69,-21.09,-20.21
4,300192.SZ,科德教育,2011-03-29,—,—,培训教育,19.92,45.2,49.95,6.92,1.0,65.57,-12.98,-15.16,-3.64,-1.15
5,300359.SZ,全通教育,2014-01-28,—,—,培训教育,5.65,,,6.52,,35.78,-35.52,-153.25,-27.65,-36.58
6,603377.SH,ST东时,2016-02-19,—,—,培训教育,3.69,,,3.26,,26.38,5.99,-47.0,-24.43,-31.15
7,300338.SZ,ST开元,2012-08-02,—,—,培训教育,3.85,,,,,15.5,-75.83,-146.22,-19.5,-22.6
8,300688.SZ,创业黑马,2017-08-17,—,—,培训教育,30.24,,,12.65,,50.62,42.24,65.3,-35.68,-30.09
9,000526.SZ,学大教育,1999-12-30,—,—,培训教育,38.38,26.03,19.9,4.69,,46.77,31.52,42.18,16.3,18.27
10,600730.SH,中国高科,1999-12-30,—,—,培训教育,10.63,127.51,737.34,3.48,0.09,62.36,-151.55,-121.11,-34.74,-32.07
11,605098.SH,行动教育,2021-04-28,—,—,培训教育,46.1,20.47,19.04,6.07,4.88,54.97,10.39,-3.51,0.52,-11.68
