序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600337.SH,美克家居,2000-12-04,—,—,成品家居,2.63,,,1.5,,37.79,50.04,68.09,-10.1,-8.11
2,603600.SH,永艺股份,2015-01-30,—,—,成品家居,11.85,13.22,14.9,1.71,3.89,39.16,-14.83,4.92,2.75,6.66
3,002489.SZ,浙江永强,2010-10-28,—,—,成品家居,3.79,17.79,12.59,1.75,1.06,82.21,39.22,0.88,5.37,3.34
4,603709.SH,中源家居,2018-02-22,—,—,成品家居,18.69,,,4.55,,23.56,-802.46,-410.34,-0.05,1.51
5,301376.SZ,致欧科技,2023-06-30,—,—,成品家居,20.09,24.24,24.67,2.43,1.98,80.86,-2.09,11.03,6.18,8.68
6,603008.SH,喜临门,2012-07-24,—,—,成品家居,21.89,25.01,23.26,2.16,3.67,80.62,6.45,14.04,3.68,1.59
7,301336.SZ,趣睡科技,2022-08-19,—,—,成品家居,59.65,82.37,75.67,2.88,0.38,23.86,13.46,19.43,10.6,15.82
8,603848.SH,好太太,2017-12-08,—,—,成品家居,20.46,33.13,40.91,3.29,0.98,82.33,-24.79,-39.97,-0.91,-5.0
9,001323.SZ,慕思股份,2022-08-09,—,—,成品家居,29.26,16.59,17.88,2.88,1.53,127.3,-10.61,-4.14,-3.01,-5.76
10,603313.SH,梦百合,2016-10-20,—,—,成品家居,9.44,,33.15,1.46,,53.86,205.18,117.82,10.29,9.35
11,603661.SH,恒林股份,2017-11-28,—,—,成品家居,34.86,18.43,17.57,1.31,3.64,48.48,4.81,-17.55,8.66,11.3
12,603610.SH,麒盛科技,2019-11-05,—,—,成品家居,17.94,40.58,41.69,2.01,0.56,63.33,-2.74,24.18,0.08,0.07
13,603389.SH,*ST亚振,2016-12-22,—,—,成品家居,45.48,,,51.09,,119.5,41.15,-17.82,4.2,3.34
14,301061.SZ,匠心家居,2021-09-22,—,—,成品家居,89.61,28.71,21.55,4.87,0.98,196.04,52.62,51.38,35.8,39.29
15,603818.SH,曲美家居,2015-04-29,—,—,成品家居,3.89,,,1.23,,26.71,53.94,62.39,-3.14,-3.97
16,603816.SH,顾家家居,2016-10-21,—,—,成品家居,34.72,20.13,17.87,2.76,3.98,285.21,13.24,13.89,8.77,10.02
