序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,001230.SZ,劲旅环境,2022-07-22,—,—,固废治理,23.56,22.48,20.89,1.65,1.81,31.62,9.36,13.73,2.53,1.7
2,002034.SZ,旺能环境,2004-09-02,—,—,固废治理,16.99,13.15,12.29,1.08,2.88,73.73,7.61,5.24,5.18,7.0
3,603588.SH,高能环境,2015-01-07,—,—,固废治理,9.95,31.46,26.73,1.58,0.7,151.56,15.18,20.85,-11.28,-11.2
4,000885.SZ,城发环境,2024-05-22,—,—,固废治理,13.73,7.72,7.41,0.96,2.59,88.16,5.66,20.15,3.59,11.25
5,301109.SZ,军信股份,2022-04-20,—,—,固废治理,15.47,22.76,16.62,1.6,4.16,122.07,48.69,49.23,23.21,33.07
6,300867.SZ,圣元环保,2020-08-31,—,—,固废治理,18.99,28.34,20.99,1.33,0.36,51.6,43.22,12.07,-0.67,-5.6
7,300854.SZ,中兰环保,2021-09-27,—,—,固废治理,22.24,169.95,,2.32,0.54,22.26,-252.27,-55.05,-9.01,-3.68
8,300815.SZ,玉禾田,2020-02-07,—,—,固废治理,23.51,16.29,18.35,2.12,1.6,93.71,-13.03,-2.02,7.96,9.0
9,300779.SZ,惠城环保,2019-05-29,—,—,固废治理,101.57,479.08,764.18,14.98,0.1,204.09,-36.47,-85.63,1.47,-5.09
10,601200.SH,上海环境,2017-04-11,—,—,固废治理,8.54,19.98,19.33,0.99,1.17,114.97,4.74,8.02,6.15,4.68
11,601330.SH,绿色动力,2018-06-19,—,—,固废治理,7.18,17.56,14.51,1.26,4.03,102.72,24.39,24.49,1.49,1.41
12,600217.SH,中再资环,1999-12-30,—,—,固废治理,4.11,303.17,,2.22,,68.13,-689.07,-325.05,-15.56,-24.31
13,002672.SZ,东江环保,2012-05-07,—,—,固废治理,4.67,,,1.7,,51.62,-57.96,-8.09,-2.72,-3.4
14,688370.SH,丛麟科技,2023-09-25,—,—,固废治理,30.11,45.86,135.77,1.56,1.2,41.28,-79.46,-89.23,-8.58,-11.08
15,301305.SZ,朗坤科技,2023-05-30,—,—,固废治理,25.29,28.3,22.48,1.62,0.79,61.01,28.89,22.36,0.17,-4.31
16,601033.SH,永兴股份,2024-01-25,—,—,固废治理,15.3,16.78,15.0,1.29,3.92,137.7,15.0,9.32,16.3,12.6
17,301500.SZ,飞南资源,2024-07-31,—,—,固废治理,19.11,83.64,72.66,2.29,0.49,107.39,10.72,90.39,17.15,18.14
18,688178.SH,万德斯,2023-09-25,—,—,固废治理,25.1,,,2.14,,21.33,-877.25,-559.04,-10.9,-22.66
19,603568.SH,伟明环保,2015-06-04,—,—,固废治理,26.61,16.83,16.68,3.11,1.79,455.07,1.14,0.13,-2.74,-5.1
20,300140.SZ,节能环境,2024-07-31,—,—,固废治理,7.31,37.42,27.48,1.63,1.64,226.54,32.97,24.61,2.38,1.03
21,000803.SZ,山高环能,2025-08-13,—,—,固废治理,8.67,310.09,52.22,2.75,,40.43,546.9,215.9,-0.5,-9.27
22,301068.SZ,大地海洋,2021-10-12,—,—,固废治理,26.65,43.81,185.74,4.76,0.86,37.66,-118.85,-270.81,-2.22,-3.83
23,000546.SZ,金圆股份,2024-07-31,—,—,固废治理,5.67,111.02,,1.09,,44.09,-187.51,-128.53,50.17,59.05
24,301175.SZ,中科环保,2022-07-15,—,—,固废治理,6.02,27.63,24.92,2.51,3.24,88.61,13.21,19.82,6.06,4.48
25,688679.SH,通源环境,2023-09-25,—,—,固废治理,47.51,287.68,,5.57,0.11,62.57,-345.82,-443.81,-15.0,-2.63
26,002973.SZ,侨银股份,2020-01-13,—,—,固废治理,14.92,21.08,30.97,2.42,0.67,60.97,-38.08,-27.61,-5.87,-3.9
27,002210.SZ,飞马国际,2022-08-01,—,—,固废治理,3.14,293.15,901.05,8.77,,83.56,-57.3,-92.18,-24.89,-6.46
28,301265.SZ,华新环保,2022-12-23,—,—,固废治理,14.08,90.3,69.83,2.02,0.28,42.66,34.2,71.96,53.29,64.36
29,600323.SH,瀚蓝环境,2001-01-02,—,—,固废治理,29.5,14.46,12.77,1.72,3.56,240.53,15.85,8.99,11.52,-1.05
30,300614.SZ,百川畅银,2021-06-01,—,—,固废治理,15.28,,,2.32,,24.52,-2.71,14.22,-12.09,-10.79
31,000035.SZ,中国天楹,1999-12-30,—,—,固废治理,6.03,51.43,62.64,1.4,0.58,144.0,-13.79,-41.25,-7.66,-2.72
32,002266.SZ,浙富控股,2008-08-13,—,—,固废治理,4.67,25.09,26.08,2.08,1.06,243.74,-4.76,16.8,5.88,3.22
33,301049.SZ,超越科技,2021-08-31,—,—,固废治理,24.25,,,3.83,,22.86,-149.05,-203.67,-33.36,-46.21
34,601827.SH,三峰环境,2020-06-12,—,—,固废治理,8.95,12.81,11.86,1.26,2.74,149.64,9.31,1.76,-8.04,-9.11
