序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301003.SZ,江苏博云,2021-06-23,—,—,改性塑料,46.54,32.05,37.12,4.07,3.87,45.21,-19.16,-19.37,-12.24,-8.01
2,688669.SH,聚石化学,2023-09-25,—,—,改性塑料,25.42,,,2.36,,30.84,161.43,82.48,-7.17,-10.05
3,301538.SZ,骏鼎达,2024-03-27,—,—,改性塑料,84.17,37.5,33.38,4.81,0.51,65.99,18.82,17.7,23.43,31.67
4,600143.SH,金发科技,2012-03-01,—,—,改性塑料,18.27,58.38,39.91,2.52,0.53,481.38,55.86,54.12,22.62,35.5
5,300478.SZ,杭州高新,2021-12-13,—,—,改性塑料,24.86,,,61.31,,31.49,-2.77,21.54,25.51,28.79
6,300538.SZ,同益股份,2018-07-16,—,—,改性塑料,16.05,,,3.03,,29.2,17.17,12.46,10.85,13.67
7,300586.SZ,美联新材,2021-12-13,—,—,改性塑料,9.89,196.42,,3.75,,70.34,-201.86,-146.89,-1.69,3.1
8,300644.SZ,南京聚隆,2018-02-13,—,—,改性塑料,33.22,43.58,28.49,3.65,0.74,36.76,79.46,40.73,23.78,25.75
9,688219.SH,会通股份,2023-09-25,—,—,改性塑料,12.02,34.04,31.8,2.22,1.07,66.06,8.96,10.19,10.03,10.63
10,002886.SZ,沃特股份,2017-07-04,—,—,改性塑料,22.13,159.16,139.93,3.23,0.19,58.25,20.07,23.94,9.87,12.29
11,300834.SZ,星辉环材,2022-08-01,—,—,改性塑料,24.6,49.02,72.48,1.62,1.23,47.65,-44.29,-48.14,-21.05,-19.47
12,301131.SZ,聚赛龙,2022-03-21,—,—,改性塑料,47.43,62.18,48.01,2.54,1.22,23.92,43.19,48.8,-2.96,-1.41
13,002324.SZ,普利特,2011-10-10,—,—,改性塑料,17.47,137.68,75.6,4.25,0.28,194.33,55.42,43.94,18.29,9.06
14,300995.SZ,奇德新材,2021-06-02,—,—,改性塑料,37.74,365.57,199.63,5.12,0.6,31.76,129.52,117.86,6.14,13.48
15,002838.SZ,道恩股份,2017-01-13,—,—,改性塑料,27.62,93.75,76.24,3.69,0.34,132.13,32.96,25.8,18.23,24.08
16,300221.SZ,银禧科技,2011-10-10,—,—,改性塑料,11.51,106.0,56.21,3.8,,54.53,116.39,82.39,16.75,23.99
17,688203.SH,海正生材,2023-09-25,—,—,改性塑料,12.99,74.15,378.46,1.79,0.46,26.33,-85.34,-87.32,-5.74,-5.28
18,002768.SZ,国恩股份,2015-07-07,—,—,改性塑料,51.71,23.03,18.69,2.44,0.53,155.78,34.24,25.94,9.44,4.58
