序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002766.SZ,索菱股份,2022-01-05,—,—,汽车电子电气系统,5.8,83.38,309.99,4.35,,50.09,-99.65,-74.07,-39.43,-31.22
2,301488.SZ,豪恩汽电,2023-07-11,—,—,汽车电子电气系统,146.26,133.34,142.2,10.07,0.34,134.56,-7.18,2.54,32.39,35.79
3,301631.SZ,壹连科技,2024-11-29,—,—,汽车电子电气系统,97.72,38.32,33.01,3.57,0.88,89.33,20.42,18.49,28.93,22.12
4,300745.SZ,欣锐科技,2022-08-01,—,—,汽车电子电气系统,25.71,,,1.91,,43.09,12.73,-94.94,28.02,23.76
5,301656.SZ,联合动力,2025-10-10,—,—,汽车电子电气系统,26.3,67.58,54.73,6.84,,632.46,38.38,92.91,35.52,51.08
6,603376.SH,大明电子,2025-11-13,—,—,汽车电子电气系统,38.26,54.25,54.25,9.09,,153.04,,,,
7,301310.SZ,鑫宏业,2023-06-09,—,—,汽车电子电气系统,39.66,46.58,47.23,2.37,1.51,54.16,-1.65,-13.72,52.05,55.4
8,300928.SZ,华安鑫创,2021-01-13,—,—,汽车电子电气系统,32.34,,,2.36,,25.87,-47.64,-34.83,-2.16,-2.62
9,603179.SH,新泉股份,2017-03-24,—,—,汽车电子电气系统,84.78,44.28,47.34,6.04,0.34,432.5,-9.19,2.8,18.83,21.01
10,002454.SZ,松芝股份,2010-07-27,—,—,汽车电子电气系统,9.08,41.82,27.49,1.44,2.74,57.08,50.21,55.59,7.75,11.29
11,301499.SZ,维科精密,2023-07-28,—,—,汽车电子电气系统,30.42,92.83,84.25,3.29,0.4,42.06,15.27,9.15,16.53,12.58
12,301581.SZ,黄山谷捷,2025-01-10,—,—,汽车电子电气系统,51.74,36.98,57.78,4.12,1.35,41.39,-44.6,-37.6,20.42,34.41
13,600699.SH,均胜电子,1999-12-30,—,—,汽车电子电气系统,27.79,44.87,37.83,2.49,0.93,430.96,18.98,11.13,11.45,12.07
14,300863.SZ,卡倍亿,2020-08-31,—,—,汽车电子电气系统,60.92,70.91,68.15,8.03,0.35,114.64,5.01,1.33,11.11,10.94
15,603202.SH,天有为,2025-05-06,—,—,汽车电子电气系统,92.68,13.05,13.93,2.29,3.77,148.29,-8.49,-4.5,-7.49,-0.49
16,000980.SZ,众泰汽车,2021-12-16,—,—,汽车电子电气系统,3.0,,,1202.25,,151.28,33.13,42.82,8.98,12.61
