序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002575.SZ,群兴玩具,2011-04-29,—,—,娱乐用品,8.06,,,5.99,,49.69,-107.04,-158.63,22.32,38.4
2,301011.SZ,华立科技,2022-08-01,—,—,娱乐用品,26.04,47.35,48.92,4.21,0.73,40.08,-3.91,-2.84,-1.33,4.12
3,300329.SZ,海伦钢琴,2012-06-27,—,—,娱乐用品,13.98,,,5.22,,35.35,-172.83,-39.84,-26.38,-32.43
4,001368.SZ,通达创智,2023-03-20,—,—,娱乐用品,32.57,35.99,37.23,2.71,2.3,37.08,-4.09,-11.63,14.99,16.63
5,301335.SZ,天元宠物,2022-11-25,—,—,娱乐用品,29.49,81.43,78.27,1.95,0.65,37.42,3.4,20.14,14.18,14.59
6,605299.SH,舒华体育,2020-12-22,—,—,娱乐用品,12.11,54.86,66.02,4.04,1.66,49.56,-30.04,-47.44,11.49,7.52
7,605080.SH,浙江自然,2021-05-13,—,—,娱乐用品,26.58,20.32,18.37,1.71,0.74,37.62,12.06,44.53,3.48,14.22
8,002348.SZ,高乐股份,2010-02-10,—,—,娱乐用品,6.05,,,12.87,,57.31,65.91,21.95,10.06,35.93
9,001300.SZ,三柏硕,2022-10-26,—,—,娱乐用品,16.74,183.25,,3.94,0.06,40.81,-122.24,-55.28,-12.23,-8.09
10,301287.SZ,康力源,2023-06-21,—,—,娱乐用品,45.81,37.6,32.11,2.64,1.48,30.54,32.44,-2.63,-17.78,-18.37
11,001238.SZ,浙江正特,2022-09-26,—,—,娱乐用品,54.89,,,5.32,,60.83,43.92,56.03,32.29,38.63
12,002862.SZ,实丰文化,2017-04-18,—,—,娱乐用品,18.75,330.76,,7.87,0.11,31.5,-1399.85,69.02,5.8,22.05
13,300220.SZ,金运激光,2022-08-01,—,—,娱乐用品,15.7,1123.47,1133.86,37.68,,23.74,-1.89,-3.15,-10.65,-14.8
14,002678.SZ,珠江钢琴,2012-06-06,—,—,娱乐用品,5.75,,,2.41,,78.1,-58.18,-88.0,-26.72,-33.89
15,300651.SZ,金陵体育,2023-07-06,—,—,娱乐用品,25.96,136.98,91.0,3.39,0.53,36.66,62.08,29.44,-0.39,-13.6
16,001222.SZ,源飞宠物,2022-08-25,—,—,娱乐用品,22.45,26.09,24.52,3.01,0.66,42.85,8.75,0.37,37.66,45.52
17,002899.SZ,英派斯,2017-09-22,—,—,娱乐用品,31.99,43.33,65.16,2.71,0.23,47.28,-41.88,-38.09,-4.53,0.47
