序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301056.SZ,森赫股份,2021-09-14,—,—,楼宇设备,17.25,47.52,63.32,6.0,3.48,46.02,-30.36,-40.04,-24.78,-36.17
2,002527.SZ,新时达,2024-07-31,—,—,楼宇设备,16.07,,,8.52,,106.55,110.26,109.95,17.2,8.45
3,002689.SZ,ST远智,2012-07-24,—,—,楼宇设备,3.86,222.29,59.1,3.3,,40.27,609.62,375.52,14.38,9.51
4,002960.SZ,青鸟消防,2019-08-16,—,—,楼宇设备,10.97,27.2,37.54,1.52,1.51,96.02,-29.01,-16.06,-4.6,-5.04
5,002367.SZ,康力电梯,2011-10-10,—,—,楼宇设备,8.22,18.36,16.54,1.81,3.65,65.57,13.95,2.29,6.68,0.02
6,002774.SZ,快意电梯,2017-03-31,—,—,楼宇设备,11.27,28.65,38.25,3.16,3.19,37.94,-38.97,-43.04,-14.82,-10.83
7,603321.SH,梅轮电梯,2017-09-22,—,—,楼宇设备,7.89,20.47,58.88,1.91,2.21,27.53,-75.72,-81.9,-13.46,-14.98
8,300669.SZ,沪宁股份,2017-07-06,—,—,楼宇设备,32.27,224.44,380.85,7.11,0.31,62.19,-43.66,-40.48,-0.23,-1.77
9,600835.SH,上海机电,2011-10-10,—,—,楼宇设备,28.1,30.66,31.45,2.05,1.49,287.39,-3.23,-6.67,-6.22,-6.41
10,603356.SH,华菱精工,2018-01-31,—,—,楼宇设备,17.89,,,6.22,,23.85,-37.91,-17.39,-19.95,-20.48
11,603488.SH,展鹏科技,2019-07-08,—,—,楼宇设备,9.68,283.67,,3.13,0.31,28.26,-298.14,-890.15,-4.37,-6.01
12,600894.SH,广日股份,2012-10-08,—,—,楼宇设备,9.64,10.12,12.36,0.96,7.3,82.1,-27.0,-4.88,-2.56,-3.05
13,605286.SH,同力天启,2021-03-29,—,—,楼宇设备,37.38,25.48,28.64,2.96,0.48,62.8,-12.35,-5.65,-14.0,-15.37
14,300931.SZ,通用电梯,2021-01-28,—,—,楼宇设备,11.35,,,4.26,,27.26,-205.74,-14411.44,-24.19,-40.91
