序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688234.SH,天岳先进,2023-09-25,—,—,半导体材料,93.58,253.32,1221.96,6.13,,453.51,-99.22,-89.32,-13.21,-12.98
2,688530.SH,欧莱新材,2024-05-16,—,—,半导体材料,25.6,145.45,,4.96,0.25,40.97,-306.51,-144.65,24.3,1.23
3,688721.SH,龙图光罩,2024-08-13,—,—,半导体材料,46.0,66.87,85.23,5.09,0.87,61.41,-27.64,-28.93,-1.98,-6.44
4,688584.SH,上海合晶,2024-02-23,—,—,半导体材料,22.89,126.11,103.83,3.69,0.87,152.32,32.86,23.86,19.05,15.26
5,688146.SH,中船特气,2023-09-25,—,—,半导体材料,42.3,73.68,71.02,3.95,0.41,223.94,3.98,-0.55,14.9,12.6
6,688783.SH,西安奕材-U,2025-11-04,—,—,半导体材料,24.9,,,7.99,,1005.41,5.3,9.43,34.8,45.99
7,002409.SZ,雅克科技,2020-06-09,—,—,半导体材料,88.64,48.4,45.91,5.4,0.65,421.86,6.33,0.63,29.36,31.82
8,688720.SH,艾森股份,2023-12-13,—,—,半导体材料,71.05,187.05,141.92,6.2,,62.62,44.67,22.14,40.71,50.64
9,301678.SZ,新恒汇,2025-06-27,—,—,半导体材料,74.74,96.28,105.28,9.38,0.67,179.04,-11.72,-11.94,18.12,14.51
10,688233.SH,神工股份,2023-09-25,—,—,半导体材料,90.26,373.55,181.2,8.28,0.08,153.72,158.93,925.55,47.59,66.53
11,002119.SZ,康强电子,2007-07-04,—,—,半导体材料,25.69,115.89,96.23,6.64,0.12,96.41,21.4,26.23,5.16,-0.37
12,688126.SH,沪硅产业,2023-09-25,—,—,半导体材料,20.8,,,3.42,,687.44,-17.67,5.67,6.56,8.16
13,688401.SH,路维光电,2023-09-25,—,—,半导体材料,50.24,50.89,40.21,6.4,0.59,97.14,41.88,29.13,37.25,37.48
14,600206.SH,有研新材,2021-12-13,—,—,半导体材料,20.6,118.08,62.62,4.12,0.53,174.39,114.14,218.47,0.16,-9.76
15,688535.SH,华海诚科,2023-09-25,—,—,半导体材料,118.25,283.4,450.6,5.33,0.14,113.54,-42.58,-44.67,16.52,15.3
16,301611.SZ,珂玛科技,2024-08-23,—,—,半导体材料,127.2,178.34,168.21,32.12,0.08,554.59,8.29,23.52,28.86,35.34
17,688661.SH,和林微纳,2023-09-25,—,—,半导体材料,89.04,,349.75,10.93,0.07,135.24,447.1,529.94,81.77,91.53
18,300666.SZ,江丰电子,2019-07-08,—,—,半导体材料,,,,,,,39.72,56.79,25.37,28.71
19,300706.SZ,阿石创,2019-07-08,—,—,半导体材料,41.25,,,9.0,,63.24,-411.28,-693.98,17.59,15.11
20,605358.SH,立昂微,2021-12-13,—,—,半导体材料,39.18,,,3.75,,263.05,-98.67,-90.0,15.94,14.18
21,688432.SH,有研硅,2023-09-25,—,—,半导体材料,13.52,72.58,86.98,3.78,0.44,169.04,-19.81,-18.74,-3.43,-3.2
22,688138.SH,清溢光电,2023-09-25,—,—,半导体材料,28.8,52.71,46.42,3.35,0.9,90.66,19.33,3.52,12.28,10.9
23,003026.SZ,中晶科技,2020-12-25,—,—,半导体材料,34.08,193.98,100.48,6.71,0.44,44.17,164.62,144.05,-0.03,-1.62
24,688727.SH,恒坤新材,2025-11-25,—,—,半导体材料,53.9,249.88,240.33,9.77,,242.18,5.5,-5.68,24.11,23.74
