序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688702.SH,盛科通信-U,2023-09-25,—,—,数字芯片设计,137.8,,3265.82,23.78,,564.98,112.3,58.36,2.98,-4.56
2,300613.SZ,富瀚微,2017-02-27,—,—,数字芯片设计,47.22,42.62,71.3,3.99,0.25,109.8,-55.82,-78.1,-12.42,-14.04
3,688041.SH,海光信息,2023-09-25,—,—,数字芯片设计,238.17,286.69,233.91,25.53,0.11,5535.88,28.56,40.78,54.65,45.21
4,688049.SH,炬芯科技,2023-09-25,—,—,数字芯片设计,51.2,84.15,47.88,4.57,0.57,89.69,113.85,123.19,54.74,60.12
5,688385.SH,复旦微电,2023-09-25,—,—,数字芯片设计,77.11,110.93,133.54,10.22,0.1,635.17,-22.69,-44.38,12.7,2.49
6,002049.SZ,紫光国微,2005-06-13,—,—,数字芯片设计,77.48,55.82,45.96,5.02,0.27,658.29,25.04,-6.18,15.05,6.07
7,688709.SH,成都华微,2024-02-22,—,—,数字芯片设计,47.5,247.61,312.45,10.52,0.04,302.5,-28.82,-51.26,22.45,26.93
8,301308.SZ,江波龙,2022-08-12,—,—,数字芯片设计,292.72,246.03,187.5,16.3,,1226.92,27.95,-97.51,26.12,12.8
9,688728.SH,格科微,2023-09-25,—,—,数字芯片设计,15.33,213.41,174.18,5.1,0.14,398.67,518.75,-61.59,25.66,30.33
10,688449.SH,联芸科技,2024-12-06,—,—,数字芯片设计,49.9,194.43,161.54,12.05,,229.54,23.05,36.38,11.59,15.68
11,688279.SH,峰岹科技,2023-09-25,—,—,数字芯片设计,189.48,98.09,105.99,4.33,0.41,218.12,-9.01,-4.51,28.88,32.84
12,688107.SH,安路科技,2023-09-25,—,—,数字芯片设计,28.3,,,11.07,,113.44,-21.08,-16.57,-25.79,-29.64
13,688589.SH,力合微,2023-09-25,—,—,数字芯片设计,24.45,42.13,63.04,3.71,1.02,35.53,-55.55,-41.15,-28.62,-24.74
