序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600383.SH,金地集团,2001-04-12,—,—,住宅开发,3.38,,,0.28,,152.59,-31.54,-10.13,-41.47,-25.77
2,002244.SZ,滨江集团,2008-06-06,—,—,住宅开发,12.06,14.74,11.35,1.26,0.68,375.24,46.6,58.87,60.64,87.8
3,000573.SZ,粤宏远Ａ,1994-08-15,—,—,住宅开发,4.32,,42.26,1.68,1.16,27.57,291.4,1612.18,-13.16,-6.36
4,600657.SH,信达地产,2009-06-02,—,—,住宅开发,3.55,,,0.55,,101.24,-6021.43,-3567.39,-23.06,-29.78
5,000011.SZ,深物业A,1992-03-30,—,—,住宅开发,9.13,,,1.6,,54.41,799.78,56.61,30.2,27.09
6,600743.SH,华远控股,2007-07-03,—,—,住宅开发,1.98,,,7.34,,46.45,94.98,94.26,-93.6,-94.74
7,600708.SH,光明地产,2016-07-01,—,—,住宅开发,4.02,,,0.98,,89.59,-84.37,-4926.96,-1.28,-8.12
8,000909.SZ,ST数源,2009-06-02,—,—,住宅开发,5.43,,,2.39,,23.77,-239.98,-167.54,2.89,-16.14
9,600692.SH,亚通股份,2018-07-16,—,—,住宅开发,7.95,439.96,,3.02,,27.97,-461.89,-178.73,-36.16,-20.9
10,601588.SH,北辰实业,2006-10-24,—,—,住宅开发,1.88,,,0.84,,63.3,-134.22,-114.73,-7.7,-11.97
11,600675.SH,中华企业,1993-09-24,—,—,住宅开发,2.97,,31.94,1.22,,179.57,166.74,248.09,336.81,526.09
12,600503.SH,华丽家族,2009-06-02,—,—,住宅开发,2.67,,,1.2,,42.78,-1639.78,-437.58,-35.56,-11.76
13,600606.SH,绿地控股,1998-07-10,—,—,住宅开发,1.69,,,0.41,,237.52,-2927.38,-1772.4,-20.16,-18.06
14,600622.SH,光大嘉宝,2014-07-02,—,—,住宅开发,2.95,,,1.5,,44.24,-32.06,-13.96,-20.35,-10.89
15,000514.SZ,渝开发,1993-07-12,—,—,住宅开发,5.19,,47.08,1.15,,43.79,454.15,687.86,-32.82,-22.95
16,600376.SH,首开股份,2001-03-12,—,—,住宅开发,5.46,,,2.16,,140.84,27.51,5.61,60.31,105.19
17,600325.SH,华发股份,2004-02-25,—,—,住宅开发,4.55,13.16,,0.66,2.72,125.22,-92.34,-86.41,63.61,53.46
18,600736.SH,苏州高新,2008-06-03,—,—,住宅开发,7.03,61.97,47.02,1.08,0.26,80.94,17.52,23.17,-27.42,-50.4
