序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,000833.SZ,粤桂股份,2021-12-13,—,—,综合Ⅲ,19.01,54.74,30.64,3.91,0.64,152.48,97.48,72.99,6.08,1.29
2,000753.SZ,漳州发展,2021-12-13,—,—,综合Ⅲ,7.5,139.22,132.31,2.72,0.27,74.36,5.66,4.96,-10.53,-0.42
3,000025.SZ,特力Ａ,2023-07-06,—,—,综合Ⅲ,18.32,57.8,51.9,4.37,0.55,78.97,14.36,9.59,-43.56,-44.41
4,600620.SH,天宸股份,2016-07-01,—,—,综合Ⅲ,7.03,150.49,77.7,3.25,0.21,48.27,839.53,646.67,131.73,76.79
5,600689.SH,上海三毛,2022-08-01,—,—,综合Ⅲ,13.88,151.2,160.67,5.89,0.11,27.9,-6.66,4.12,17.55,43.87
6,600770.SH,综艺股份,2011-10-10,—,—,综合Ⅲ,6.83,293.85,181.69,2.59,,88.79,25.85,203.09,28.65,40.82
7,000421.SZ,南京公用,2023-07-06,—,—,综合Ⅲ,7.07,88.43,23.04,1.45,0.85,40.61,903.99,276.94,64.06,16.07
8,600051.SH,宁波联合,2007-07-03,—,—,综合Ⅲ,8.05,30.83,26.85,0.74,1.49,25.03,21.89,-21.91,-11.97,35.47
9,000632.SZ,三木集团,2007-07-03,—,—,综合Ⅲ,5.27,,,2.79,,24.53,-49.9,-1517.45,-51.14,-44.71
10,600673.SH,东阳光,2023-07-06,—,—,综合Ⅲ,28.82,231.3,89.6,8.91,,867.35,189.8,170.57,23.56,18.48
11,000652.SZ,泰达股份,2006-10-10,—,—,综合Ⅲ,4.28,55.35,135.23,1.1,0.7,63.15,-49.05,-33.9,-2.27,-13.14
12,600682.SH,南京新百,2023-07-06,—,—,综合Ⅲ,7.19,42.04,43.78,0.55,0.22,96.72,-4.14,0.76,-2.02,-1.2
13,600805.SH,悦达投资,2017-07-03,—,—,综合Ⅲ,5.71,178.27,62.56,1.13,1.4,48.59,200.05,27.62,-9.9,-22.01
14,000523.SZ,红棉股份,2024-07-31,—,—,综合Ⅲ,4.14,14.81,14.71,4.02,,75.99,0.78,-13.36,-4.46,-10.29
15,600881.SH,亚泰集团,2021-12-13,—,—,综合Ⅲ,1.79,,,3.41,,57.86,26.27,11.27,-8.72,3.67
