序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002011.SZ,盾安环境,2004-07-12,—,—,家电零部件Ⅲ,12.29,12.64,11.34,2.06,,132.08,18.46,12.94,4.15,6.05
2,002418.SZ,康盛股份,2010-06-08,—,—,家电零部件Ⅲ,4.57,,,3.61,,51.93,240.21,723.68,12.43,3.38
3,002420.SZ,毅昌科技,2010-06-08,—,—,家电零部件Ⅲ,7.82,33.96,52.6,5.22,,32.16,-46.84,-51.09,14.3,16.0
4,301008.SZ,宏昌科技,2021-06-23,—,—,家电零部件Ⅲ,34.5,86.12,133.15,3.02,0.25,45.18,-42.39,-47.78,17.07,20.8
5,603112.SH,华翔股份,2020-09-24,—,—,家电零部件Ⅲ,17.42,20.0,17.58,2.24,1.91,94.1,18.92,25.66,7.01,2.38
6,603657.SH,春光科技,2018-08-06,—,—,家电零部件Ⅲ,28.38,268.03,265.87,4.07,0.12,38.37,2.47,83.73,25.66,39.61
7,300403.SZ,汉宇集团,2014-11-06,—,—,家电零部件Ⅲ,13.45,34.64,36.13,3.79,0.74,81.1,-5.39,0.44,4.18,3.63
8,300279.SZ,和晶科技,2024-07-31,—,—,家电零部件Ⅲ,9.17,85.79,69.12,4.33,,44.85,23.84,38.53,-15.55,-13.7
9,002290.SZ,禾盛新材,2009-09-10,—,—,家电零部件Ⅲ,58.18,147.43,92.43,15.22,,144.35,67.9,58.31,1.41,0.32
10,300160.SZ,秀强股份,2011-01-20,—,—,家电零部件Ⅲ,5.96,21.0,22.08,1.76,1.68,46.07,-5.9,9.01,9.19,11.03
11,300217.SZ,东方电热,2011-05-25,—,—,家电零部件Ⅲ,5.82,27.07,45.6,2.05,0.55,86.02,-46.19,-57.22,-9.02,-14.97
12,001268.SZ,联合精密,2022-07-07,—,—,家电零部件Ⅲ,36.33,54.87,48.54,3.82,1.23,39.21,18.57,52.8,10.37,21.49
13,002676.SZ,顺威股份,2012-06-01,—,—,家电零部件Ⅲ,8.03,106.76,82.35,4.43,0.12,57.82,37.62,38.59,8.41,14.27
14,301252.SZ,同星科技,2023-06-01,—,—,家电零部件Ⅲ,31.07,41.47,45.9,4.03,0.55,52.58,-12.15,-9.88,9.34,7.98
15,603726.SH,朗迪集团,2016-05-03,—,—,家电零部件Ⅲ,24.96,26.91,21.55,3.3,1.6,46.34,32.26,-5.5,4.75,7.05
16,600619.SH,海立股份,1999-12-30,—,—,家电零部件Ⅲ,18.26,579.03,294.86,3.2,0.07,195.99,143.64,693.76,8.67,13.16
17,603311.SH,金海高科,2015-05-25,—,—,家电零部件Ⅲ,15.95,57.85,41.47,2.74,0.75,37.62,50.49,66.57,10.49,15.48
18,603075.SH,热威股份,2023-09-18,—,—,家电零部件Ⅲ,23.87,32.05,30.28,4.58,2.93,96.07,7.66,14.27,9.35,8.91
19,601956.SH,东贝集团,2021-01-04,—,—,家电零部件Ⅲ,7.26,35.49,35.22,1.77,1.38,45.13,0.94,-31.6,0.29,4.05
20,301135.SZ,瑞德智能,2024-07-31,—,—,家电零部件Ⅲ,29.9,79.74,76.39,2.44,0.97,30.48,7.72,11.94,14.77,18.12
21,603677.SH,奇精机械,2017-02-13,—,—,家电零部件Ⅲ,18.16,51.86,51.14,3.01,1.38,34.98,1.84,-2.63,4.94,8.72
22,603578.SH,三星新材,2017-03-13,—,—,家电零部件Ⅲ,15.25,,,2.8,,27.5,-234.81,-153.52,62.56,48.31
23,002050.SZ,三花智控,2005-06-14,—,—,家电零部件Ⅲ,50.09,68.01,52.18,6.77,0.74,2107.79,40.85,39.31,16.86,18.91
24,002860.SZ,星帅尔,2017-04-19,—,—,家电零部件Ⅲ,14.53,36.37,29.79,2.3,0.68,52.27,21.84,31.79,14.97,8.59
25,300342.SZ,天银机电,2012-08-02,—,—,家电零部件Ⅲ,52.21,245.46,373.61,14.15,0.12,221.91,-56.1,-46.61,-22.75,-24.07
26,301280.SZ,珠城科技,2024-07-31,—,—,家电零部件Ⅲ,60.49,44.55,39.08,4.43,1.42,82.74,19.25,-10.43,15.64,13.33
27,000404.SZ,长虹华意,1999-12-30,—,—,家电零部件Ⅲ,7.1,10.98,10.88,1.16,4.23,49.42,1.05,13.42,-3.49,-1.52
28,003028.SZ,振邦智能,2024-07-31,—,—,家电零部件Ⅲ,30.62,21.8,30.52,2.55,1.62,44.31,-43.37,-41.41,-1.91,-1.64
29,603519.SH,立霸股份,2015-03-26,—,—,家电零部件Ⅲ,13.5,22.61,21.54,3.02,7.34,35.95,7.16,0.45,0.24,-0.03
30,300543.SZ,朗科智能,2024-07-31,—,—,家电零部件Ⅲ,10.95,64.88,93.34,2.29,0.91,33.55,-34.4,-19.73,1.37,6.59
