序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002978.SZ,安宁股份,2021-12-13,—,—,其他小金属,35.89,19.89,21.12,1.98,1.39,169.4,-7.28,0.58,18.19,30.94
2,002149.SZ,西部材料,2019-07-08,—,—,其他小金属,55.41,171.46,303.32,9.44,0.54,270.52,-49.76,-36.03,2.82,-0.35
3,688750.SH,金天钛业,2024-11-27,—,—,其他小金属,19.18,58.47,107.81,3.62,0.44,88.71,-59.42,-49.71,-31.27,-22.38
4,600301.SH,华锡有色,2024-07-31,—,—,其他小金属,50.73,48.79,52.47,7.14,,320.9,-8.54,9.49,21.16,23.66
5,002428.SZ,云南锗业,2014-02-21,—,—,其他小金属,34.21,420.81,534.92,15.35,0.09,223.43,-38.43,339.6,58.89,52.1
6,600456.SH,宝钛股份,2014-02-21,—,—,其他小金属,38.41,31.84,44.15,2.54,1.02,183.51,-44.34,-49.0,-19.4,-20.45
7,002167.SZ,东方锆业,2014-02-21,—,—,其他小金属,12.42,54.4,37.46,5.49,,96.21,193.66,148.58,-24.86,-23.07
8,002738.SZ,中矿资源,2021-12-13,—,—,其他小金属,79.13,75.42,137.42,4.75,0.63,570.92,-62.58,-81.16,34.99,34.89
9,002182.SZ,宝武镁业,2021-12-13,—,—,其他小金属,18.35,114.01,195.05,3.38,0.27,181.99,-43.13,-46.47,9.82,6.78
10,600459.SH,贵研铂业,2014-02-21,—,—,其他小金属,21.18,27.77,25.35,2.17,1.13,160.93,12.43,2.3,22.21,20.91
11,301026.SZ,浩通科技,2021-07-23,—,—,其他小金属,30.86,41.88,36.25,3.02,0.92,48.84,18.31,9.45,0.36,-22.13
12,000962.SZ,东方钽业,2021-12-13,—,—,其他小金属,41.87,99.14,79.65,7.75,0.3,211.39,33.43,29.08,33.9,34.45
13,000960.SZ,锡业股份,2014-02-21,—,—,其他小金属,35.01,39.9,30.23,2.92,0.86,576.2,35.99,32.76,17.81,12.35
14,600281.SH,华阳新材,2021-12-13,—,—,其他小金属,5.93,,,23.35,,30.5,178.58,266.15,31.1,-9.49
