序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,001278.SZ,一彬科技,2023-03-15,—,—,车身附件及饰件,25.1,101.79,,2.46,0.4,31.06,-186.34,-176.53,-1.24,-9.59
2,600660.SH,福耀玻璃,1999-12-30,—,—,车身附件及饰件,62.65,21.81,18.0,4.94,4.31,1635.0,28.93,37.33,17.62,16.95
3,605068.SH,明新旭腾,2020-11-30,—,—,车身附件及饰件,27.28,,,2.94,,44.25,-426.8,-393.49,34.21,29.26
4,603997.SH,继峰股份,2015-03-09,—,—,车身附件及饰件,14.75,,86.78,3.62,,187.66,147.21,189.51,-4.58,-4.39
5,300978.SZ,东箭科技,2021-05-06,—,—,车身附件及饰件,12.51,35.15,36.3,3.25,3.2,52.88,-3.53,-6.7,-6.21,-7.03
6,600742.SH,富维股份,1999-12-30,—,—,车身附件及饰件,9.67,14.12,14.36,0.86,6.93,71.85,-2.11,0.9,0.89,-0.19
7,301398.SZ,星源卓镁,2022-12-22,—,—,车身附件及饰件,60.37,84.17,97.53,6.03,0.44,67.61,-19.63,-15.2,1.48,0.09
8,603418.SH,友升股份,2025-09-30,—,—,车身附件及饰件,56.65,27.0,21.69,2.48,,109.37,38.08,50.07,27.44,30.76
9,002537.SZ,海联金汇,2011-01-17,—,—,车身附件及饰件,8.95,213.69,51.1,2.48,,105.07,354.05,134.75,-14.42,-18.18
10,601799.SH,星宇股份,2022-08-01,—,—,车身附件及饰件,148.68,30.16,27.02,3.86,1.0,424.75,16.76,18.88,16.09,18.2
11,600081.SH,东风科技,1999-12-30,—,—,车身附件及饰件,11.86,71.86,125.19,1.43,0.42,65.59,-63.49,-0.46,-3.59,-6.34
12,001260.SZ,坤泰股份,2023-02-23,—,—,车身附件及饰件,22.38,53.29,57.73,3.11,0.56,25.74,-9.04,-5.12,-6.41,-3.19
13,603409.SH,汇通控股,2025-03-11,—,—,车身附件及饰件,38.0,29.36,30.13,3.21,1.32,47.89,-3.41,-15.45,21.63,19.71
14,603266.SH,天龙股份,2022-02-23,—,—,车身附件及饰件,21.17,38.21,38.17,2.68,0.8,42.1,0.16,-2.46,-3.14,-5.73
15,605151.SH,西上海,2022-08-01,—,—,车身附件及饰件,20.52,78.87,,2.03,0.39,27.61,-98.29,-116.08,23.69,30.1
16,000700.SZ,模塑科技,1999-12-30,—,—,车身附件及饰件,14.74,21.6,29.27,3.64,2.22,135.32,-30.42,-18.12,-2.7,-4.24
17,600741.SH,华域汽车,1999-12-30,—,—,车身附件及饰件,19.21,9.05,8.77,0.94,4.16,605.64,4.79,0.72,9.51,9.55
18,300446.SZ,航天智造,2024-07-31,—,—,车身附件及饰件,23.46,25.05,21.88,3.5,1.19,198.33,21.43,1.2,22.01,8.65
19,300893.SZ,松原安全,2022-08-01,—,—,车身附件及饰件,23.82,43.27,33.86,5.82,0.4,112.67,37.93,30.85,39.98,42.87
20,301552.SZ,科力装备,2024-07-29,—,—,车身附件及饰件,40.11,25.42,24.2,3.32,3.03,38.18,6.58,4.88,12.56,12.41
21,300100.SZ,双林股份,2010-08-13,—,—,车身附件及饰件,35.03,40.31,37.61,6.51,0.4,200.37,9.77,15.73,19.12,20.07
22,603306.SH,华懋科技,2014-10-10,—,—,车身附件及饰件,78.83,93.62,102.34,8.37,0.11,259.74,-12.06,3.21,15.87,14.42
23,002516.SZ,旷达科技,2010-12-14,—,—,车身附件及饰件,6.57,59.11,53.5,2.59,1.22,96.63,14.49,7.01,11.91,7.09
24,600609.SH,金杯汽车,1999-12-30,—,—,车身附件及饰件,4.72,16.12,22.76,3.91,,61.58,-38.17,-48.08,-3.15,-5.28
25,600626.SH,申达股份,1999-12-30,—,—,车身附件及饰件,4.96,113.79,76.72,2.04,,65.51,52.27,-198.95,-11.88,-13.79
26,603730.SH,岱美股份,2017-08-04,—,—,车身附件及饰件,10.0,26.78,34.44,4.71,2.69,214.86,-28.62,-42.56,-0.19,-3.35
27,605128.SH,上海沿浦,2020-09-22,—,—,车身附件及饰件,38.9,59.93,52.94,3.95,0.67,82.13,16.67,25.99,7.32,-7.24
28,002662.SZ,峰璟股份,2012-03-16,—,—,车身附件及饰件,4.13,17.5,26.31,1.41,1.74,61.95,-36.76,-45.34,-9.71,-12.0
29,603085.SH,天成自控,2015-07-07,—,—,车身附件及饰件,11.65,,608.9,5.19,,46.26,91.73,47.55,27.3,31.4
30,301173.SZ,毓恬冠佳,2025-03-10,—,—,车身附件及饰件,47.12,24.23,25.74,2.81,0.48,41.39,-7.97,-25.65,-2.56,-11.3
31,002048.SZ,宁波华翔,2005-06-10,—,—,车身附件及饰件,32.01,27.34,80.16,2.32,1.46,260.51,-87.68,-169.84,5.88,10.89
32,301133.SZ,金钟股份,2021-12-03,—,—,车身附件及饰件,36.59,51.93,98.05,3.24,0.36,44.44,-60.72,-51.2,-1.9,-4.98
33,001319.SZ,铭科精技,2022-12-07,—,—,车身附件及饰件,29.46,37.11,30.89,3.11,1.32,41.66,29.51,25.56,27.57,13.05
34,605228.SH,神通科技,2021-01-27,—,—,车身附件及饰件,13.21,,88.23,3.53,0.2,57.11,584.07,111.09,34.65,22.46
35,301529.SZ,福赛科技,2023-09-18,—,—,车身附件及饰件,126.4,109.81,70.42,7.91,0.33,107.23,104.98,36.4,34.81,35.41
36,603035.SH,常熟汽饰,2017-01-12,—,—,车身附件及饰件,15.17,13.06,14.32,1.05,2.3,55.57,-9.7,-15.63,25.03,17.18
