序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300986.SZ,志特新材,2022-07-28,—,—,其他专业工程,39.11,218.63,121.86,7.57,0.16,161.12,98.65,906.32,12.09,14.02
2,000032.SZ,深桑达Ａ,2022-08-01,—,—,其他专业工程,19.86,73.19,153.21,3.3,0.57,241.33,-136.01,-157.29,-31.81,-29.52
3,601618.SH,中国中冶,2014-02-21,—,—,其他专业工程,3.06,9.4,16.32,0.61,1.83,634.14,-41.88,-25.31,-18.79,-20.52
4,603929.SH,亚翔集成,2017-01-09,—,—,其他专业工程,140.14,47.02,46.77,16.02,1.43,299.0,0.78,-32.2,-29.63,-40.95
5,300712.SZ,永福股份,2021-12-13,—,—,其他专业工程,29.36,151.7,138.37,4.27,0.17,55.06,10.41,3.13,-12.33,-1.88
6,002542.SZ,中化岩土,2014-02-21,—,—,其他专业工程,3.39,,,11.71,,61.23,-53.34,39.0,-42.61,-49.5
7,301046.SZ,能辉科技,2021-08-24,—,—,其他专业工程,25.32,80.83,172.94,3.69,1.08,42.47,-54.52,-9.47,14.03,44.8
8,002116.SZ,中国海诚,2021-12-13,—,—,其他专业工程,11.13,15.46,15.13,1.87,2.78,51.84,10.02,8.52,0.65,0.67
9,601226.SH,华电科工,2014-12-18,—,—,其他专业工程,11.46,115.64,104.35,3.06,0.3,133.19,11.58,47.07,32.64,31.59
10,605598.SH,上海港湾,2021-09-28,—,—,其他专业工程,59.26,156.66,230.62,7.98,0.19,144.94,-27.25,-9.35,19.64,29.34
11,002564.SZ,天沃科技,2022-08-01,—,—,其他专业工程,7.41,264.76,83.55,32.34,,63.64,950.2,-158.43,14.83,3.61
12,601133.SH,柏诚股份,2023-04-17,—,—,其他专业工程,17.78,44.23,50.33,3.21,1.18,93.88,-16.22,-16.1,-14.63,-3.14
13,002323.SZ,雅博股份,2022-07-05,—,—,其他专业工程,1.77,,,10.74,,37.54,5.74,8.49,11.49,-3.55
14,003001.SZ,中岩大地,2020-10-20,—,—,其他专业工程,19.94,55.7,71.42,2.9,1.01,34.77,-37.64,2.69,-19.77,-11.77
15,300029.SZ,*ST天龙,2022-08-01,—,—,其他专业工程,5.68,,,,,11.39,-187.2,-2791.09,-58.03,-85.76
16,601068.SH,中铝国际,2018-09-06,—,—,其他专业工程,5.8,78.35,195.07,5.93,,173.29,-52.68,-34.23,-5.72,-9.45
17,605178.SH,时空科技,2022-08-01,—,—,其他专业工程,68.09,,,5.52,,67.46,14.63,11.12,5.18,-10.95
18,603163.SH,圣晖集成,2022-10-20,—,—,其他专业工程,102.67,89.74,75.52,9.22,0.88,102.67,29.09,9.63,46.29,39.04
19,605289.SH,罗曼股份,2021-12-13,—,—,其他专业工程,69.5,,,5.92,,75.76,33.55,158.02,63.1,72.92
