序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600528.SH,中铁工业,2019-07-08,—,—,轨交设备Ⅲ,8.29,10.4,12.75,0.74,1.25,184.17,-24.67,-26.36,-2.2,-2.82
2,601766.SH,中国中车,2015-06-09,—,—,轨交设备Ⅲ,6.42,14.87,12.2,1.11,4.98,1842.47,37.53,72.48,20.49,32.99
3,300594.SZ,朗进科技,2019-06-28,—,—,轨交设备Ⅲ,25.73,,,2.86,,23.64,68.81,106.77,-8.12,-10.88
4,001324.SZ,长青科技,2023-05-29,—,—,轨交设备Ⅲ,19.37,44.42,55.53,2.36,0.68,26.73,-24.71,4.51,1.83,11.24
5,300011.SZ,鼎汉技术,2021-12-13,—,—,轨交设备Ⅲ,8.44,459.77,622.75,3.27,,51.11,-18.51,-20.81,3.73,0.76
6,688485.SH,九州一轨,2023-09-25,—,—,轨交设备Ⅲ,22.94,309.16,192.82,2.75,0.1,34.48,28.1,86.21,-28.59,-24.58
7,000927.SZ,中国铁物,2022-03-30,—,—,轨交设备Ⅲ,2.84,37.43,36.23,1.79,0.95,171.83,2.74,15.44,-12.97,-13.36
8,600458.SH,时代新材,2024-07-31,—,—,轨交设备Ⅲ,13.98,29.25,22.9,1.7,1.87,130.12,40.52,36.66,14.42,6.87
9,000008.SZ,神州高铁,2017-07-03,—,—,轨交设备Ⅲ,2.95,,,2.73,,80.13,51.5,45.6,4.3,8.58
10,688187.SH,时代电气,2023-09-25,—,—,轨交设备Ⅲ,56.5,20.72,19.56,1.89,2.55,767.24,10.85,12.93,14.86,17.95
11,688569.SH,铁科轨道,2023-09-25,—,—,轨交设备Ⅲ,20.81,20.46,26.02,1.53,1.68,43.84,-33.61,-42.04,-20.3,-27.6
12,002972.SZ,科安达,2020-01-06,—,—,轨交设备Ⅲ,12.56,35.08,38.96,2.57,2.38,30.9,-12.76,-7.99,3.6,12.27
13,688009.SH,中国通号,2023-09-25,—,—,轨交设备Ⅲ,5.63,17.06,17.43,1.29,3.02,596.21,-3.16,1.34,4.48,2.91
14,603500.SH,祥和实业,2017-09-11,—,—,轨交设备Ⅲ,13.48,59.5,30.64,4.42,0.96,44.86,183.59,96.56,18.46,6.49
15,300351.SZ,永贵电器,2012-09-27,—,—,轨交设备Ⅲ,17.31,53.51,69.87,2.69,0.35,67.32,-29.25,-24.9,15.68,20.65
16,603680.SH,今创集团,2018-03-06,—,—,轨交设备Ⅲ,14.63,37.96,22.72,2.09,2.05,114.66,69.79,149.29,15.66,28.04
17,605001.SH,威奥股份,2020-05-29,—,—,轨交设备Ⅲ,8.14,57.75,29.97,1.19,2.46,31.98,447.61,44.7,57.87,42.82
18,000925.SZ,众合科技,2015-07-01,—,—,轨交设备Ⅲ,8.23,228.51,85.17,1.69,,55.67,47.01,24.77,31.47,13.77
19,301048.SZ,金鹰重工,2021-08-25,—,—,轨交设备Ⅲ,11.51,32.21,29.09,2.24,0.54,61.39,19.51,14.37,8.26,5.3
20,300851.SZ,交大思诺,2020-07-24,—,—,轨交设备Ⅲ,30.69,54.92,51.16,2.08,1.4,26.68,18.12,-51.64,3.28,-18.48
21,600495.SH,晋西车轴,2007-07-04,—,—,轨交设备Ⅲ,4.82,252.36,148.63,1.78,0.29,58.23,268.03,170.08,-0.11,41.73
22,688285.SH,高铁电气,2023-09-25,—,—,轨交设备Ⅲ,9.55,79.62,69.83,2.13,0.21,35.94,54.32,33.84,30.33,24.02
23,603111.SH,康尼机电,2014-08-08,—,—,轨交设备Ⅲ,7.03,17.27,16.67,1.53,3.5,60.6,5.16,41.74,15.09,25.27
24,688015.SH,交控科技,2023-09-25,—,—,轨交设备Ⅲ,24.43,55.16,33.39,1.78,0.94,46.09,178.4,143.02,8.95,8.62
25,300923.SZ,研奥股份,2020-12-31,—,—,轨交设备Ⅲ,28.8,53.46,45.95,2.0,1.55,22.64,36.77,18.13,20.78,22.84
26,300960.SZ,通业科技,2021-04-06,—,—,轨交设备Ⅲ,25.43,74.75,83.03,6.09,1.26,36.73,-15.56,32.84,11.97,11.58
27,605298.SH,必得科技,2021-03-08,—,—,轨交设备Ⅲ,41.61,201.17,101.53,7.49,0.36,78.16,304.77,147.04,31.61,17.06
28,688367.SH,工大高科,2023-09-25,—,—,轨交设备Ⅲ,37.75,125.9,268.88,5.61,0.29,33.08,-74.71,-33.0,-35.72,-20.69
29,688459.SH,哈铁科技,2023-09-25,—,—,轨交设备Ⅲ,9.98,38.14,36.36,1.41,1.3,47.9,12.18,55.61,12.27,22.54
30,301016.SZ,雷尔伟,2021-07-07,—,—,轨交设备Ⅲ,24.66,80.08,81.82,5.39,1.74,53.86,-3.09,3.21,5.66,10.15
31,688033.SH,天宜新材,2023-09-25,—,—,轨交设备Ⅲ,8.01,,,1.37,,45.03,36.82,57.52,-11.69,-17.27
