序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600685.SH,中船防务,2007-07-04,—,—,航海装备Ⅲ,32.45,121.58,54.27,2.57,0.46,458.68,249.84,258.46,12.83,16.54
2,603268.SH,*ST松发,2026-02-03,—,—,航海装备Ⅲ,83.76,,64.79,10.08,,813.12,1614.08,15646.55,237.23,315.49
3,601890.SH,亚星锚链,2011-01-06,—,—,航海装备Ⅲ,11.09,37.74,35.46,2.87,1.26,106.4,9.38,-17.43,5.28,5.88
4,300810.SZ,中科海讯,2019-12-13,—,—,航海装备Ⅲ,41.97,,,6.66,0.05,49.55,16.27,-12.09,-0.41,-9.61
5,300589.SZ,江龙船艇,2017-01-20,—,—,航海装备Ⅲ,18.38,617.15,,8.83,0.05,69.42,-252.18,-166.5,-59.03,-54.63
6,300600.SZ,国瑞科技,2017-11-21,—,—,航海装备Ⅲ,14.18,,,3.42,,41.72,-60.2,-109.31,-19.22,-15.62
7,300065.SZ,海兰信,2019-07-08,—,—,航海装备Ⅲ,28.25,2484.08,538.93,11.59,,203.83,290.58,172.44,128.52,208.66
8,600764.SH,中国海防,2021-12-13,—,—,航海装备Ⅲ,27.87,86.87,84.96,2.41,0.46,198.05,3.43,25.48,2.8,19.64
9,300008.SZ,天海防务,2020-12-24,—,—,航海装备Ⅲ,8.89,110.88,52.35,6.57,,153.62,202.12,106.69,34.5,22.0
10,600150.SH,中国船舶,2007-07-04,—,—,航海装备Ⅲ,34.66,72.17,36.25,1.85,0.43,2608.38,115.41,108.59,17.96,11.96
