序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301272.SZ,英华特,2023-07-20,—,—,制冷空调设备,42.7,33.68,63.15,2.48,1.58,24.98,-63.29,-69.33,-6.05,-7.54
2,600202.SH,哈空调,2022-08-01,—,—,制冷空调设备,6.24,325.2,,2.96,0.16,23.92,-1765.0,-185.86,-12.19,-22.53
3,301399.SZ,英特科技,2023-05-30,—,—,制冷空调设备,19.76,61.52,92.99,2.79,1.05,36.56,-47.73,-41.75,-10.22,-9.87
4,301525.SZ,儒竞科技,2023-09-06,—,—,制冷空调设备,83.18,46.62,51.1,2.41,0.54,78.45,-9.91,10.76,-1.45,6.3
5,002686.SZ,亿利达,2021-12-13,—,—,制冷空调设备,6.89,171.89,319.11,2.38,0.14,39.01,-22.54,18.32,6.17,12.56
6,603912.SH,佳力图,2021-12-13,—,—,制冷空调设备,8.75,132.21,,2.71,0.91,47.41,-458.34,-262.89,6.32,32.2
7,301070.SZ,开勒股份,2024-07-31,—,—,制冷空调设备,60.0,,1968.29,6.88,,54.14,159.14,280.42,-14.32,-17.89
8,603277.SH,银都股份,2019-07-08,—,—,制冷空调设备,16.4,18.6,19.04,3.83,4.24,100.65,-2.57,0.0,2.31,4.35
9,301018.SZ,申菱环境,2021-12-13,—,—,制冷空调设备,67.33,155.01,145.89,6.75,0.24,179.13,5.05,35.95,26.84,28.95
10,301043.SZ,绿岛风,2024-07-31,—,—,制冷空调设备,65.28,42.28,51.59,5.29,2.24,44.39,-23.49,-18.72,-2.5,-0.62
11,002158.SZ,汉钟精机,2007-08-27,—,—,制冷空调设备,24.83,15.39,24.91,3.05,2.34,132.77,-45.69,-42.9,-20.7,-18.86
12,603339.SH,四方科技,2016-05-26,—,—,制冷空调设备,13.74,17.93,27.24,1.63,1.68,42.52,-43.94,-47.82,-13.99,-14.53
13,002639.SZ,雪人集团,2011-12-12,—,—,制冷空调设备,20.99,450.53,390.01,6.47,,162.17,16.63,18.5,24.26,19.56
14,300990.SZ,同飞股份,2021-05-19,—,—,制冷空调设备,81.15,90.22,52.44,6.88,0.61,138.42,158.11,466.71,51.5,58.04
15,000811.SZ,冰轮环境,1998-05-28,—,—,制冷空调设备,17.14,27.08,29.22,2.77,0.67,170.11,-9.68,-19.71,-2.45,-6.92
16,000530.SZ,冰山冷热,1993-12-08,—,—,制冷空调设备,6.9,52.73,54.86,1.83,0.72,58.18,-4.53,1.29,-2.73,-2.52
17,603187.SH,海容冷链,2018-12-06,—,—,制冷空调设备,15.48,16.91,15.65,1.46,5.13,59.82,10.53,10.38,15.2,12.86
