序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688125.SH,安达智能,2023-09-25,—,—,其他自动化设备,173.63,,,7.65,,142.6,-933.97,-358.89,-8.01,9.55
2,300486.SZ,东杰智能,2015-07-07,—,—,其他自动化设备,21.14,,,6.02,,100.87,110.85,113.96,26.46,24.9
3,688686.SH,奥普特,2023-09-25,—,—,其他自动化设备,117.7,105.59,76.95,4.71,0.21,143.87,38.43,28.8,38.06,30.68
4,300400.SZ,劲拓股份,2014-10-17,—,—,其他自动化设备,20.42,59.57,45.46,7.27,3.97,49.54,42.8,49.01,6.84,12.44
5,300461.SZ,田中精机,2015-05-26,—,—,其他自动化设备,42.14,,,12.44,,66.18,113.87,6.46,-24.46,-14.47
6,603082.SH,北自科技,2024-02-06,—,—,其他自动化设备,37.72,35.97,36.88,3.84,1.54,61.19,-3.45,6.82,-3.51,1.41
7,688215.SH,瑞晟智能,2023-09-25,—,—,其他自动化设备,71.6,279.33,247.44,9.75,0.12,44.7,30.33,-27.23,10.2,1.01
8,688455.SH,科捷智能,2023-09-25,—,—,其他自动化设备,23.02,,,5.39,,38.68,-5.56,12.08,14.31,2.24
9,301312.SZ,智立方,2022-07-18,—,—,其他自动化设备,66.94,136.35,95.37,6.58,0.43,81.12,57.59,101.44,21.69,32.61
10,300757.SZ,罗博特科,2019-01-15,—,—,其他自动化设备,382.6,1003.78,,38.51,0.01,641.27,-205.01,-161.47,-59.04,-65.53
11,688623.SH,双元科技,2023-09-25,—,—,其他自动化设备,101.45,69.08,86.07,2.86,1.17,60.0,-24.77,-28.53,-13.48,-9.39
12,688329.SH,艾隆科技,2023-09-25,—,—,其他自动化设备,25.39,,374.53,2.52,,19.6,96.56,55.47,25.12,-8.11
13,603960.SH,克来机电,2017-03-21,—,—,其他自动化设备,22.17,105.57,131.96,5.2,0.26,58.13,-32.55,-21.49,-14.73,-4.36
14,300097.SZ,ST智云,2010-08-04,—,—,其他自动化设备,7.91,,,6.01,,22.82,-974.88,-1131.46,-63.07,-63.59
15,605186.SH,健麾信息,2020-12-29,—,—,其他自动化设备,21.74,90.92,331.41,2.74,,29.57,-73.63,-82.99,38.55,9.03
16,688306.SH,均普智能,2023-09-25,—,—,其他自动化设备,10.37,1553.77,4848.71,7.04,,127.37,-11.42,8.65,-4.09,-7.86
17,301512.SZ,智信精密,2023-07-27,—,—,其他自动化设备,50.7,59.42,72.77,2.68,0.74,27.04,-25.37,-26.15,7.07,2.96
18,688003.SH,天准科技,2023-09-25,—,—,其他自动化设备,76.66,119.47,120.92,7.97,0.65,148.97,-10.98,45.92,14.79,10.32
19,688097.SH,博众精工,2023-09-25,—,—,其他自动化设备,43.13,48.35,40.39,4.1,0.54,192.64,30.94,69.69,11.57,2.34
20,688310.SH,迈得医疗,2023-09-25,—,—,其他自动化设备,16.75,,,3.46,,27.84,15.82,-38.81,2.31,-14.75
21,001223.SZ,欧克科技,2022-12-19,—,—,其他自动化设备,58.5,159.27,80.37,2.8,0.18,54.61,57.73,53.65,128.5,112.65
22,301029.SZ,怡合达,2021-07-30,—,—,其他自动化设备,27.28,42.78,35.05,4.07,1.65,173.01,27.16,26.49,18.3,18.7
23,301568.SZ,思泰克,2023-12-05,—,—,其他自动化设备,48.11,64.26,48.35,4.93,1.16,49.68,48.55,36.61,44.13,40.23
24,300802.SZ,矩子科技,2019-11-21,—,—,其他自动化设备,19.75,84.62,64.4,4.01,0.78,56.11,33.78,10.14,21.4,22.99
