序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,605366.SH,宏柏新材,2020-08-19,—,—,其他化学制品,7.16,,,2.3,,46.55,-415.41,-345.4,-1.56,-0.16
2,600165.SH,ST宁科,2025-12-12,—,—,其他化学制品,3.65,,,,,58.98,47.66,59.76,77.4,89.95
3,300405.SZ,科隆股份,2014-11-06,—,—,其他化学制品,6.88,,,4.67,,19.56,-44.36,-46.05,-13.63,-16.35
4,002802.SZ,洪汇新材,2016-07-06,—,—,其他化学制品,13.71,42.19,54.61,3.95,0.71,24.99,-30.48,-21.13,-13.48,-6.27
5,688357.SH,建龙微纳,2023-09-25,—,—,其他化学制品,33.2,44.44,38.2,1.91,0.6,33.22,20.15,4.91,4.34,0.33
6,300910.SZ,瑞丰新材,2020-12-04,—,—,其他化学制品,53.66,21.98,19.93,4.33,2.19,158.8,14.85,16.08,10.87,10.79
7,300641.SZ,正丹股份,2017-04-25,—,—,其他化学制品,19.76,8.73,9.99,3.32,3.04,103.85,-18.18,120.35,-27.02,3.37
8,603065.SH,宿迁联盛,2023-03-28,—,—,其他化学制品,8.73,92.93,100.13,1.81,1.31,36.58,-24.13,-42.84,-9.66,-13.7
9,001218.SZ,丽臣实业,2021-10-22,—,—,其他化学制品,25.68,30.64,25.0,1.47,1.99,33.43,32.41,5.7,35.09,31.43
10,002430.SZ,杭氧股份,2024-07-31,—,—,其他化学制品,30.46,32.31,29.67,2.94,1.32,298.01,12.14,9.61,10.39,8.92
11,603276.SH,恒兴新材,2023-10-10,—,—,其他化学制品,18.23,108.61,92.79,2.17,0.68,37.85,17.21,-8.53,7.37,9.99
12,002591.SZ,恒大高新,2022-08-01,—,—,其他化学制品,7.92,,,3.61,,23.78,-116.2,-138.9,-23.53,-16.83
13,688398.SH,赛特新材,2023-09-25,—,—,其他化学制品,23.04,50.11,103.2,3.76,0.43,38.66,-60.94,-77.66,9.89,3.7
14,300801.SZ,泰和科技,2019-12-05,—,—,其他化学制品,28.81,52.19,50.11,2.51,0.34,62.93,5.99,3.9,27.73,27.68
15,300596.SZ,利安隆,2022-08-01,—,—,其他化学制品,44.54,23.99,20.27,2.15,0.83,102.27,24.92,9.6,5.72,6.21
16,603867.SH,新化股份,2019-07-04,—,—,其他化学制品,29.99,28.74,28.15,2.23,1.31,65.22,2.66,0.66,0.36,-0.07
17,688179.SH,阿拉丁,2023-09-25,—,—,其他化学制品,16.24,54.69,64.34,5.45,0.94,54.02,-20.41,-39.79,17.59,15.45
18,002810.SZ,山东赫达,2016-09-02,—,—,其他化学制品,18.92,29.75,40.48,2.95,0.53,65.95,-29.65,-8.71,0.11,3.91
19,300072.SZ,海新能科,2023-08-23,—,—,其他化学制品,4.48,,,1.74,,105.27,109.15,89.15,5.6,-21.57
20,002549.SZ,凯美特气,2011-10-10,—,—,其他化学制品,20.59,,238.17,6.92,,143.17,326.54,199.82,13.19,10.52
21,688199.SH,久日新材,2023-09-25,—,—,其他化学制品,26.16,,,1.64,,42.18,111.27,29.69,-2.39,-7.11
22,603004.SH,鼎龙科技,2024-01-04,—,—,其他化学制品,23.85,34.37,31.58,2.71,0.88,56.17,13.39,20.47,11.33,9.7
23,300721.SZ,怡达股份,2017-11-22,—,—,其他化学制品,16.84,291.2,,2.46,0.18,27.76,-722.66,-599.26,-16.56,-20.82
24,300163.SZ,先锋新材,2014-02-21,—,—,其他化学制品,5.41,,27.63,4.37,,25.64,1852.52,487.28,-8.01,-2.78
25,603822.SH,ST嘉澳,2016-05-06,—,—,其他化学制品,105.51,,,18.15,,81.06,81.87,-4.73,189.39,71.0
26,300109.SZ,新开源,2010-09-02,—,—,其他化学制品,18.96,26.35,38.47,2.48,1.31,92.16,-35.39,-34.74,-14.36,-12.36
27,688602.SH,康鹏科技,2025-04-28,—,—,其他化学制品,8.42,,,1.57,,43.73,77.23,257.08,13.79,27.94
28,300214.SZ,日科化学,2022-08-01,—,—,其他化学制品,7.08,,,1.36,,32.92,107.67,102.73,17.07,37.04
29,002971.SZ,和远气体,2020-01-20,—,—,其他化学制品,31.4,90.87,92.25,4.17,0.32,66.49,-1.86,12.43,3.33,4.36
30,002453.SZ,华软科技,2010-07-28,—,—,其他化学制品,5.88,,,5.21,,47.77,-34.77,-53.21,-38.93,-31.63
31,300174.SZ,元力股份,2011-02-16,—,—,其他化学制品,16.16,20.69,24.02,1.72,1.42,58.86,-18.61,-19.95,0.82,-4.5
32,603010.SH,万盛股份,2022-08-01,—,—,其他化学制品,11.68,66.58,198.6,1.91,0.67,68.86,-57.85,-65.02,16.98,17.07
33,688350.SH,富淼科技,2023-09-25,—,—,其他化学制品,31.79,,555.05,2.66,,41.93,52.24,-19.17,-6.94,-5.8
34,002637.SZ,赞宇科技,2021-12-13,—,—,其他化学制品,13.75,47.79,39.1,1.71,0.85,64.68,24.96,6.35,27.92,41.71
35,603217.SH,元利科技,2019-06-28,—,—,其他化学制品,25.63,25.75,26.32,1.59,1.35,53.33,-2.89,0.22,-3.69,-1.69
36,688196.SH,卓越新能,2023-09-25,—,—,其他化学制品,76.64,65.41,57.3,3.05,0.62,97.48,81.23,16.01,-21.24,-32.12
37,000881.SZ,中广核技,2019-07-08,—,—,其他化学制品,8.26,,,1.49,,78.09,24.21,-15.29,-8.81,-8.29
38,603916.SH,苏博特,2017-11-17,—,—,其他化学制品,11.83,52.6,45.27,1.2,0.86,50.43,19.73,18.68,4.1,7.03
39,301077.SZ,星华新材,2021-10-14,—,—,其他化学制品,29.97,34.42,33.98,4.45,2.83,50.97,1.82,20.48,-1.84,0.28
40,688267.SH,中触媒,2023-09-25,—,—,其他化学制品,28.53,34.54,24.53,1.8,2.24,50.27,52.27,31.52,28.19,16.46
41,603120.SH,肯特催化,2025-04-23,—,—,其他化学制品,44.12,42.66,44.81,3.5,0.91,39.88,-8.18,-1.73,0.62,-0.71
42,001358.SZ,兴欣新材,2023-12-28,—,—,其他化学制品,27.97,42.46,54.16,2.41,1.75,34.46,-28.18,-21.72,7.27,0.02
43,603181.SH,皇马科技,2022-08-01,—,—,其他化学制品,16.0,23.68,20.95,2.82,1.28,94.19,18.15,14.67,5.66,7.67
44,603948.SH,建业股份,2020-03-09,—,—,其他化学制品,28.03,21.79,20.85,2.17,3.57,45.55,5.66,-8.72,-12.04,-11.41
45,300169.SZ,天晟新材,2014-02-21,—,—,其他化学制品,7.19,,,,,23.44,-1093.28,-1157.69,-16.71,-12.16
