序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300958.SZ,建工修复,2021-04-06,—,—,综合环境治理,13.88,,,1.75,,21.76,-942.39,-1002.52,-29.62,-35.77
2,605069.SH,正和生态,2021-08-23,—,—,综合环境治理,13.57,,,3.37,,28.73,-633.26,173.99,-12.92,3.02
3,688701.SH,卓锦股份,2023-09-25,—,—,综合环境治理,10.51,,,9.62,,14.11,-23.0,19.73,-61.57,-64.96
4,000068.SZ,华控赛格,1999-12-30,—,—,综合环境治理,3.51,269.46,,5.81,,35.33,-36.38,-63.5,-12.54,18.25
5,000826.SZ,启迪环境,1999-12-30,—,—,综合环境治理,2.13,,,72.44,,30.36,38.6,-139.02,-10.57,-10.54
6,300187.SZ,永清环保,2022-08-01,—,—,综合环境治理,5.4,35.47,30.75,3.23,3.09,34.86,18.02,4.96,2.66,13.6
7,301259.SZ,艾布鲁,2022-05-06,—,—,综合环境治理,33.44,,,6.3,,52.17,77.94,67.23,74.38,98.03
8,603686.SH,福龙马,2024-07-31,—,—,综合环境治理,25.31,72.29,73.36,3.1,0.62,105.15,-1.83,-0.93,-5.07,-1.55
9,000711.SZ,ST京蓝,2023-12-19,—,—,综合环境治理,2.58,,,12.72,,73.71,-60.29,-24.42,310.85,1454.51
10,002887.SZ,绿茵生态,2017-08-08,—,—,综合环境治理,10.19,31.21,26.29,1.36,2.45,31.18,36.19,42.91,35.97,30.87
11,300864.SZ,南大环境,2020-08-31,—,—,综合环境治理,22.07,20.83,22.56,2.64,3.82,34.85,-9.75,-10.82,-5.57,-1.06
12,688480.SH,赛恩斯,2023-09-25,—,—,综合环境治理,77.41,40.82,66.16,6.74,0.81,73.79,-48.32,-57.5,15.81,18.81
13,300190.SZ,维尔利,2011-03-23,—,—,综合环境治理,4.47,,,1.25,,36.47,-39.8,-187.28,-12.29,-20.84
14,600133.SH,东湖高新,2025-01-13,—,—,综合环境治理,10.31,20.82,28.53,1.25,1.6,109.93,-65.37,-40.32,32.53,31.66
15,300152.SZ,ST新动力,2011-01-06,—,—,综合环境治理,2.59,,,7.84,,18.46,-279.65,25.91,-18.28,-5.66
