序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688403.SH,汇成股份,2023-09-25,—,—,集成电路封测,19.1,103.88,90.61,4.71,0.47,165.97,23.21,60.94,21.05,28.58
2,002185.SZ,华天科技,2007-11-27,—,—,集成电路封测,13.91,73.56,56.53,2.59,0.41,453.31,51.98,1.68,17.55,15.81
3,603005.SH,晶方科技,2014-02-17,—,—,集成电路封测,29.66,76.53,56.55,4.27,0.28,193.43,48.4,49.78,28.48,24.68
4,688216.SH,气派科技,2023-09-25,—,—,集成电路封测,31.21,,,5.73,,33.36,-25.89,-44.52,7.08,4.09
5,688362.SH,甬矽电子,2023-09-25,—,—,集成电路封测,44.03,272.49,207.62,7.08,,180.74,48.87,150.45,24.23,23.37
6,002156.SZ,通富微电,2007-08-23,—,—,集成电路封测,47.72,106.88,73.48,4.77,0.09,724.2,55.74,27.72,17.77,17.67
7,688135.SH,利扬芯片,2023-09-25,—,—,集成电路封测,33.35,,,6.21,,67.85,106.19,16.38,23.11,23.09
8,688372.SH,伟测科技,2023-09-25,—,—,集成电路封测,119.64,139.07,66.38,6.29,0.22,178.33,226.41,831.03,46.22,47.53
9,002077.SZ,大港股份,2006-11-23,—,—,集成电路封测,16.68,409.65,217.92,2.89,,96.8,52.38,3.99,12.57,10.04
10,600584.SH,长电科技,2003-06-10,—,—,集成电路封测,44.66,49.65,53.74,2.84,0.34,799.15,-11.39,-23.98,14.78,20.14
11,301348.SZ,蓝箭电子,2023-08-17,—,—,集成电路封测,28.03,445.16,,4.52,0.18,67.27,-28229.49,-40.35,2.55,4.86
12,688352.SH,颀中科技,2023-09-25,—,—,集成电路封测,14.03,53.25,61.92,2.8,0.71,166.82,-19.2,-38.78,11.8,6.63
