序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300500.SZ,启迪设计,2016-02-18,—,—,工程咨询服务Ⅲ,12.62,,,1.98,1.19,21.96,354.7,31.48,-29.43,-38.75
2,603458.SH,勘设股份,2017-08-16,—,—,工程咨询服务Ⅲ,10.74,,,1.15,,32.88,-41.01,-24.76,-4.07,3.5
3,301136.SZ,招标股份,2022-01-18,—,—,工程咨询服务Ⅲ,19.97,,1842.76,3.77,,54.96,476.01,-421.24,-4.03,-12.01
4,002949.SZ,华阳国际,2019-03-05,—,—,工程咨询服务Ⅲ,15.44,24.16,36.02,2.1,2.27,30.27,-36.89,-40.93,10.1,15.6
5,301167.SZ,建研设计,2021-12-13,—,—,工程咨询服务Ⅲ,18.68,134.4,94.18,2.22,0.32,20.92,85.51,78.44,-4.53,-7.7
6,301058.SZ,中粮科工,2021-09-16,—,—,工程咨询服务Ⅲ,11.44,25.08,24.8,2.68,1.31,58.6,2.29,2.23,28.85,18.13
7,301091.SZ,深城交,2021-11-05,—,—,工程咨询服务Ⅲ,25.13,125.34,147.9,5.6,0.16,132.51,-27.24,2.62,-13.96,-10.63
8,600629.SH,华建集团,2007-10-29,—,—,工程咨询服务Ⅲ,19.4,48.08,63.2,3.55,0.63,188.25,-37.25,-26.84,-15.25,-17.25
9,301365.SZ,矩阵股份,2022-11-29,—,—,工程咨询服务Ⅲ,24.81,132.52,77.22,2.66,2.82,44.66,53.97,73.72,32.12,18.46
10,301390.SZ,经纬股份,2024-07-31,—,—,工程咨询服务Ⅲ,39.15,66.1,95.15,2.46,0.25,23.49,-40.89,-8.82,-5.52,8.31
11,301505.SZ,苏州规划,2023-07-26,—,—,工程咨询服务Ⅲ,25.09,98.78,135.82,3.0,0.79,28.7,-47.66,-65.7,-9.99,-22.11
12,603357.SH,设计总院,2017-08-08,—,—,工程咨询服务Ⅲ,8.42,9.2,10.72,1.24,4.16,47.2,-23.13,-24.23,-18.77,-15.99
13,300844.SZ,山水比德,2021-08-20,—,—,工程咨询服务Ⅲ,42.17,137.32,,5.36,,39.31,-281.43,-84.36,5.52,24.98
14,301027.SZ,华蓝集团,2021-07-22,—,—,工程咨询服务Ⅲ,18.58,,139.4,2.87,,27.31,142.28,13.18,24.64,6.21
15,603017.SH,中衡设计,2015-01-09,—,—,工程咨询服务Ⅲ,12.28,66.09,83.3,2.38,1.61,33.92,-15.85,-19.35,-15.36,-21.93
16,300284.SZ,苏交科,2012-01-17,—,—,工程咨询服务Ⅲ,7.37,40.94,60.74,1.11,1.22,93.07,-48.39,-39.54,-5.0,-13.75
17,600720.SH,中交设计,2024-01-22,—,—,工程咨询服务Ⅲ,7.38,9.67,11.12,1.11,3.1,169.34,-23.29,-10.85,-9.09,-11.93
18,300635.SZ,中达安,2017-04-11,—,—,工程咨询服务Ⅲ,13.97,,,5.2,,19.56,-56.3,-59.99,-5.03,-8.48
19,300826.SZ,测绘股份,2020-04-13,—,—,工程咨询服务Ⅲ,17.12,268.4,194.12,2.04,0.16,30.19,27.41,-23.01,8.03,4.11
20,300983.SZ,尤安设计,2021-04-27,—,—,工程咨询服务Ⅲ,25.52,,,1.56,,44.1,59.23,62.67,-24.44,-13.17
21,300977.SZ,深圳瑞捷,2021-04-27,—,—,工程咨询服务Ⅲ,22.94,,,2.52,,34.92,64.87,79.58,-3.13,-4.11
22,300492.SZ,华图山鼎,2015-12-30,—,—,工程咨询服务Ⅲ,78.75,292.28,89.69,51.83,0.68,154.89,92.48,75.09,15.65,14.5
23,600846.SH,同济科技,2023-07-06,—,—,工程咨询服务Ⅲ,13.13,20.2,31.06,1.99,1.51,82.03,-46.3,-37.26,-20.48,-17.12
24,003013.SZ,地铁设计,2020-10-29,—,—,工程咨询服务Ⅲ,15.07,12.51,11.35,2.11,3.19,61.53,16.92,6.58,0.85,5.31
25,603153.SH,上海建科,2023-03-20,—,—,工程咨询服务Ⅲ,17.3,20.7,23.25,1.96,1.45,70.91,34.64,48.57,0.44,0.6
26,301038.SZ,深水规院,2021-08-11,—,—,工程咨询服务Ⅲ,22.96,96.95,70.6,5.73,0.31,51.22,504.47,-113.63,-11.15,-16.84
27,600667.SH,太极实业,2022-08-01,—,—,工程咨询服务Ⅲ,9.5,30.22,33.91,2.3,1.01,198.7,-13.92,-13.46,-8.09,-5.91
28,300668.SZ,杰恩设计,2017-06-26,—,—,工程咨询服务Ⅲ,24.76,,,3.8,,29.81,68.77,-120.21,-5.88,-8.65
29,603860.SH,中公高科,2017-08-09,—,—,工程咨询服务Ⅲ,32.72,48.9,49.76,2.73,0.51,21.82,-13.73,93.47,-8.69,19.78
30,300778.SZ,新城市,2019-05-17,—,—,工程咨询服务Ⅲ,14.49,,,2.39,,29.51,85.06,89.15,-36.52,-39.73
31,300564.SZ,筑博设计,2019-11-15,—,—,工程咨询服务Ⅲ,15.33,79.81,169.26,2.05,3.26,24.73,-1341.59,29.43,-34.4,-34.76
32,603909.SH,建发合诚,2016-07-05,—,—,工程咨询服务Ⅲ,11.65,31.76,27.85,2.7,1.03,30.37,21.2,32.33,10.55,7.67
33,300732.SZ,设研院,2017-12-19,—,—,工程咨询服务Ⅲ,7.65,,,0.97,,28.35,63.01,71.15,14.8,27.53
34,603257.SH,中国瑞林,2025-04-15,—,—,工程咨询服务Ⅲ,56.52,44.62,40.85,2.78,0.88,67.82,18.87,26.77,-11.64,2.59
35,002883.SZ,中设股份,2017-06-27,—,—,工程咨询服务Ⅲ,10.77,165.45,,2.59,0.19,16.82,-237.62,-138.34,-69.45,-69.41
36,300989.SZ,蕾奥规划,2021-05-14,—,—,工程咨询服务Ⅲ,16.31,,,3.46,,34.41,141.98,238.1,-5.26,-8.21
37,000779.SZ,甘咨询,2007-02-13,—,—,工程咨询服务Ⅲ,8.86,17.89,19.84,1.04,0.9,41.18,-12.54,5.29,3.24,2.64
38,300746.SZ,汉嘉数智,2018-06-01,—,—,工程咨询服务Ⅲ,13.56,,,3.98,,30.61,476.32,303.94,16.54,2.29
39,301024.SZ,霍普股份,2021-08-04,—,—,工程咨询服务Ⅲ,37.74,,,6.0,,24.0,46.42,-6.44,-1.54,4.44
40,300675.SZ,建科院,2017-07-26,—,—,工程咨询服务Ⅲ,16.59,1013.24,,4.56,0.06,24.33,-100.9,-83.67,-31.92,-23.94
41,603018.SH,华设集团,2014-10-20,—,—,工程咨询服务Ⅲ,8.01,14.31,16.29,1.04,1.24,54.77,-19.99,-34.36,-5.52,-9.97
