序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,603110.SH,东方材料,2017-10-20,—,—,涂料油墨,16.97,244.66,766.88,4.91,0.29,34.15,-74.86,-88.48,-7.41,-5.06
2,300225.SZ,*ST金泰,2011-06-08,—,—,涂料油墨,5.09,78.29,87.11,2.8,0.39,24.2,-15.1,-32.98,8.4,5.66
3,688129.SH,东来技术,2023-09-25,—,—,涂料油墨,23.9,33.98,32.57,3.05,0.58,28.79,5.61,22.12,5.84,12.22
4,301037.SZ,保立佳,2021-12-13,—,—,涂料油墨,16.08,,,3.52,,22.36,110.21,136.26,-18.35,-17.23
5,300758.SZ,七彩化学,2019-03-01,—,—,涂料油墨,16.7,54.28,86.83,3.79,,67.81,-38.96,-21.91,-3.04,2.75
6,300665.SZ,飞鹿股份,2017-06-20,—,—,涂料油墨,8.8,,,3.49,,19.27,0.41,18.97,23.98,48.77
7,603823.SH,百合花,2016-12-27,—,—,涂料油墨,16.8,39.73,41.72,2.88,0.89,69.95,-5.84,-0.67,-8.58,-7.83
8,301209.SZ,联合化学,2022-09-01,—,—,涂料油墨,94.19,186.94,176.51,13.82,0.15,105.49,7.56,21.62,-1.31,4.15
9,002319.SZ,乐通股份,2009-12-21,—,—,涂料油墨,15.52,,,17.9,,32.51,97.97,82.83,-0.2,0.8
10,688571.SH,杭华股份,2023-09-25,—,—,涂料油墨,7.86,23.98,29.31,2.07,2.47,33.34,-25.0,-22.38,-1.62,-3.0
11,001335.SZ,信凯科技,2025-04-22,—,—,涂料油墨,53.8,45.45,49.02,5.25,0.28,50.43,-11.21,18.47,-2.85,4.91
12,301036.SZ,双乐股份,2021-08-05,—,—,涂料油墨,33.61,27.85,45.97,2.03,0.6,33.61,-49.03,-32.95,-4.94,-8.44
13,000565.SZ,渝三峡Ａ,2011-10-10,—,—,涂料油墨,8.27,821.14,615.69,2.88,0.18,35.86,9.69,-4.3,7.07,0.96
14,603062.SH,麦加芯彩,2023-11-14,—,—,涂料油墨,51.07,26.16,23.35,2.7,3.38,55.16,18.13,48.83,-3.27,17.09
15,688157.SH,松井股份,2023-09-25,—,—,涂料油墨,36.69,66.43,142.35,4.24,0.45,57.39,-64.68,-69.84,5.05,7.48
16,300522.SZ,世名科技,2018-07-16,—,—,涂料油墨,12.17,173.48,763.89,4.88,0.33,39.24,-48.61,-44.92,2.48,1.33
